cell_id,measured_rank,datasheet_rank,class,verdict,arm,bytes_declared,cell_guard_findings,cell_void,compute_peak_flops_s,datasheet_binding_floor_s,datasheet_bytes_s,datasheet_class,datasheet_compute_fraction,datasheet_diagnostic_below_0.25,datasheet_diagnostic_below_0.5,datasheet_diagnostic_below_0.75,datasheet_flops_s,datasheet_fraction,datasheet_intensity_flops_byte,datasheet_memory_fraction,datasheet_ridge_class,datasheet_ridge_flops_byte,device,device_batch_mean_s,distinct_bytes,distribution_verdict,evidence_class,family,flop_accounting,flops_declared,host_issue_bound,host_loop_mean_s,host_ratio_max,launch_bound,launch_count_in_cell,launch_count_per_step,launch_scale_s,measured_binding_floor_s,measured_bytes_s,measured_class,measured_compute_fraction,measured_diagnostic_below_0.25,measured_diagnostic_below_0.5,measured_diagnostic_below_0.75,measured_flops_s,measured_fraction,measured_intensity_flops_byte,measured_memory_fraction,measured_ridge_class,measured_ridge_flops_byte,memory_mhz,nsys_time_s,physical_floor_s,record_sha256,shape,sm_mhz_high,sm_mhz_low,source_batch_cv,source_file,source_group,source_guard_reasons,source_in_scored_scope,source_state,source_void,source_void_for_scoring,time_s,verdict_void,work_missing_reason,work_state
constants/boosted/gemm_G3_m360,76,81,launch-bound,void-with-findings,boosted,2154496,[],False,311869440000000.0,1.210401891252955e-06,263257086999.0225,launch-bound,0.14789856931243342,False,False,False,46125043988269.8,0.14789856931243342,175.20912547528516,0.12910834853608683,compute-bound,152.94915254237287,a100,0.000261888,2154496,,retained-standalone-microbenchmark,G3:grid,declared-contractions-only,377487360,False,0.00011213591666666665,0.4327735900878906,True,1,,1.8060582199999998e-06,1.210401891252955e-06,263257086999.0225,launch-bound,0.14789856931243342,False,False,False,46125043988269.8,0.14789856931243342,175.20912547528516,0.14696513982672146,compute-bound,174.10333138515472,1593,,1.210401891252955e-06,,"{""k"":512,""length"":0,""m"":360,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.0016931092938111672,examples/a100_kernel_constants_v1/measurements/results.json,32,"[""G9R"",""G10"",""G11R""]",True,void,True,False,8.184e-06,True,,declared
constants/boosted/gemm_G2_m87,77,72,launch-bound,void-with-findings,boosted,2453504,[],False,311869440000000.0,1.203264281230383e-06,266530706836.61646,launch-bound,0.06355311204797165,False,False,False,19820273464658.168,0.13071381965857287,74.36393989983306,0.13071381965857287,HBM-bound,152.94915254237287,a100,0.00014728533333333333,2453504,,retained-standalone-microbenchmark,G2:grid,declared-contractions-only,182452224,False,5.561983333333333e-05,0.3816652097902098,True,1,,1.8060582199999998e-06,1.3696860454387665e-06,266530706836.61646,launch-bound,0.06355311204797165,False,False,False,19820273464658.168,0.1487926613671893,74.36393989983306,0.1487926613671893,HBM-bound,174.10333138515472,1593,,5.850275807722616e-07,,"{""k"":1024,""length"":0,""m"":87,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.004777642671631178,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,9.205333333333333e-06,True,,declared
envelope/gh200/hbm_copy_1mib,78,78,launch-bound,launch-screen-excluded,lane-a,2097152,[],False,1070530560000000.0,5.21318569428535e-07,564965503239.0015,launch-bound,0.0,False,False,False,0.0,0.14044142147303995,0.0,0.14044142147303995,HBM-bound,266.11683848797253,gh200,,2097152,,retained-hardware-envelope,hbm_copy,source-zero-scalar-work-uninventoried,0,False,,,True,1,,1.304124965e-06,5.580781435546875e-07,564965503239.0015,launch-bound,0.0,False,False,False,0.0,0.15034432374003492,0.0,0.15034432374003492,HBM-bound,284.8814523426819,2619,,0.0,,"{""k"":0,""length"":0,""m"":0,""n"":0,""rotate"":0,""size_bytes"":1048576}",1980,1980,,examples/gh200_hardware_envelope_v1/measurements/lane_a_result.json,,[],,nonvoid,False,False,3.712000092e-06,False,,declared
constants/boosted/gemm_G2_m120,79,76,launch-bound,void-with-findings,boosted,2588672,[],False,311869440000000.0,1.2695543000627746e-06,281377391304.3478,launch-bound,0.0877102819748518,False,False,False,27354156521739.125,0.13799503261551896,97.21518987341773,0.13799503261551896,HBM-bound,152.94915254237287,a100,0.00014720000000000003,2588672,,retained-standalone-microbenchmark,G2:grid,declared-contractions-only,251658240,False,5.6072999999999997e-05,0.420932583041958,True,1,,1.8060582199999998e-06,1.445144542098999e-06,281377391304.3478,launch-bound,0.0877102819748518,False,False,False,27354156521739.125,0.1570809284890216,97.21518987341773,0.1570809284890216,HBM-bound,174.10333138515472,1593,,8.069345941686367e-07,,"{""k"":1024,""length"":0,""m"":120,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.004139958509300262,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,9.200000000000002e-06,True,,declared
constants/boosted/gemm_G2_holdout_m135,80,79,launch-bound,void-with-findings,boosted,2650112,[],False,311869440000000.0,1.299686126804771e-06,287057192374.35004,launch-bound,0.09833204272527254,False,False,False,30666759098786.824,0.14078055966256184,106.83153013910355,0.14078055966256184,HBM-bound,152.94915254237287,a100,0.000147712,2650112,,retained-standalone-microbenchmark,G2:holdout,declared-contractions-only,283115520,False,5.5420833333333336e-05,0.3802964952256944,True,1,,1.8060582199999998e-06,1.4794438587627411e-06,287057192374.35004,launch-bound,0.09833204272527254,False,False,False,30666759098786.824,0.1602517178035898,106.83153013910355,0.1602517178035898,HBM-bound,174.10333138515472,1593,,9.078014184397163e-07,,"{""k"":1024,""length"":0,""m"":135,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.0041256085664603545,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,9.232e-06,True,,declared
constants/boosted/gemm_G3_m416,81,85,launch-bound,void-with-findings,boosted,2326528,[],False,311869440000000.0,1.3986866298923036e-06,268033179723.50232,launch-bound,0.16113901266040365,False,False,False,50254333640552.99,0.16113901266040365,187.49295774647888,0.1314506727300604,compute-bound,152.94915254237287,a100,0.00027776,2326528,,retained-standalone-microbenchmark,G3:grid,declared-contractions-only,436207616,False,0.00011181425,0.4075281479779412,True,1,,1.8060582199999998e-06,1.3986866298923036e-06,268033179723.50232,launch-bound,0.16113901266040365,False,False,False,50254333640552.99,0.16113901266040365,187.49295774647888,0.14963142753460443,compute-bound,174.10333138515472,1593,,1.3986866298923036e-06,,"{""k"":512,""length"":0,""m"":416,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.0015963601913077563,examples/a100_kernel_constants_v1/measurements/results.json,32,"[""G9R"",""G10"",""G11R""]",True,void,True,False,8.68e-06,True,,declared
constants/boosted/gemm_G2_m153,82,80,launch-bound,void-with-findings,boosted,2723840,[],False,311869440000000.0,1.3358443188951663e-06,296241299303.94434,launch-bound,0.11189547646081191,False,False,False,34896779582366.59,0.14528469245524575,117.79849624060151,0.14528469245524575,HBM-bound,152.94915254237287,a100,0.00014711466666666667,2723840,,retained-standalone-microbenchmark,G2:grid,declared-contractions-only,320864256,False,5.530916666666666e-05,0.3798963758680555,True,1,,1.8060582199999998e-06,1.5206030387592315e-06,296241299303.94434,launch-bound,0.11189547646081191,False,False,False,34896779582366.59,0.16537881076992803,117.79849624060151,0.16537881076992803,HBM-bound,174.10333138515472,1593,,1.028841607565012e-06,,"{""k"":1024,""length"":0,""m"":153,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.0032812379637427525,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,9.194666666666667e-06,True,,declared
constants/boosted/gemm_G2_m185,83,82,launch-bound,void-with-findings,boosted,2854912,[],False,311869440000000.0,1.4001255492780917e-06,309062355658.1986,launch-bound,0.13467351681690043,False,False,False,42000554272517.32,0.15157248296168718,135.89670014347203,0.15157248296168718,HBM-bound,152.94915254237287,a100,0.00014779733333333334,2854912,,retained-standalone-microbenchmark,G2:grid,declared-contractions-only,387973120,False,5.7936666666666664e-05,0.3967488606770833,True,1,,1.8060582199999998e-06,1.593774914308548e-06,309062355658.1986,launch-bound,0.13467351681690043,False,False,False,42000554272517.32,0.17253625660095423,135.89670014347203,0.17253625660095423,HBM-bound,174.10333138515472,1593,,1.2440241660099817e-06,,"{""k"":1024,""length"":0,""m"":185,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.003266082130191891,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,9.237333333333334e-06,True,,declared
constants/boosted/gemm_G2_holdout_m266,84,92,launch-bound,void-with-findings,boosted,3186688,[],False,311869440000000.0,1.7887050170738113e-06,311524504692.3879,launch-bound,0.17486037054292994,False,False,False,54533605839416.055,0.17486037054292994,175.05398457583547,0.15277998699995482,compute-bound,152.94915254237287,a100,0.00016366933333333334,3186688,,retained-standalone-microbenchmark,G2:holdout,declared-contractions-only,557842432,False,5.7633416666666666e-05,0.36146938875786166,True,1,,1.8060582199999998e-06,1.7887050170738113e-06,311524504692.3879,launch-bound,0.17486037054292994,False,False,False,54533605839416.055,0.17486037054292994,175.05398457583547,0.17391076879817077,compute-bound,174.10333138515472,1593,,1.7887050170738113e-06,,"{""k"":1024,""length"":0,""m"":266,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.004299380214408501,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,1.0229333333333334e-05,True,,declared
constants/boosted/gemm_G3_holdout_m457,85,93,launch-bound,void-with-findings,boosted,2452480,[],False,311869440000000.0,1.5365379563961125e-06,279283328272.0923,launch-bound,0.17497775088021322,False,False,False,54570213179471.6,0.17497775088021322,195.3937369519833,0.13696804784216704,compute-bound,152.94915254237287,a100,0.00028100266666666667,2452480,,retained-standalone-microbenchmark,G3:holdout,declared-contractions-only,479199232,False,0.00011112475000000001,0.40216198106751827,True,1,,1.8060582199999998e-06,1.5365379563961125e-06,279283328272.0923,launch-bound,0.17497775088021322,False,False,False,54570213179471.6,0.17497775088021322,195.3937369519833,0.1559119029184297,compute-bound,174.10333138515472,1593,,1.5365379563961125e-06,,"{""k"":512,""length"":0,""m"":457,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.0017965623392346636,examples/a100_kernel_constants_v1/measurements/results.json,32,"[""G9R"",""G10"",""G11R""]",True,void,True,False,8.781333333333334e-06,True,,declared
constants/boosted/gemm_G2_holdout_m201,86,83,launch-bound,void-with-findings,boosted,2920448,[],False,311869440000000.0,1.4322661644695543e-06,315246977547.49567,launch-bound,0.14589976740419544,False,False,False,45501678756476.69,0.15460558770180854,144.3366058906031,0.15460558770180854,HBM-bound,152.94915254237287,a100,0.000148224,2920448,,retained-standalone-microbenchmark,G2:holdout,declared-contractions-only,421527552,False,5.799775e-05,0.39671656468531463,True,1,,1.8060582199999998e-06,1.6303608520832061e-06,315246977547.49567,launch-bound,0.14589976740419544,False,False,False,45501678756476.69,0.1759888657257347,144.3366058906031,0.1759888657257347,HBM-bound,174.10333138515472,1593,,1.3516154452324664e-06,,"{""k"":1024,""length"":0,""m"":201,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.00498575361994497,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,9.264e-06,True,,declared
constants/boosted/gemm_G2_m218,87,84,launch-bound,void-with-findings,boosted,2990080,[],False,311869440000000.0,1.4664155681104834e-06,317463193657.98413,launch-bound,0.15564105104116188,False,False,False,48539687429218.57,0.1556924796266793,152.8986301369863,0.1556924796266793,HBM-bound,152.94915254237287,a100,0.00015069866666666667,2990080,,retained-standalone-microbenchmark,G2:grid,declared-contractions-only,457179136,False,5.7700333333333334e-05,0.38641775470890416,True,1,,1.8060582199999998e-06,1.6692334109687805e-06,317463193657.98413,launch-bound,0.15564105104116188,False,False,False,48539687429218.57,0.1772260841204113,152.8986301369863,0.1772260841204113,HBM-bound,174.10333138515472,1593,,1.4659311794063568e-06,,"{""k"":1024,""length"":0,""m"":218,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.004669428794583967,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,9.418666666666667e-06,True,,declared
envelope/gh200/gemm_square_m1024_n1024_k1024,88,95,compute-bound,inefficient-under-declared-threshold,lane-a,6291456,[],False,1070530560000000.0,2.0059993878175697e-06,559339973042.3363,compute-bound,0.17834276255048476,True,True,True,190921377465117.47,0.17834276255048476,341.3333333333333,0.13904300430804545,compute-bound,266.11683848797253,gh200,,6291456,,retained-hardware-envelope,gemm,declared-contractions-only,2147483648,False,,,False,1,,1.304124965e-06,2.0059993878175697e-06,559339973042.3363,compute-bound,0.17834276255048476,True,True,True,190921377465117.47,0.17834276255048476,341.3333333333333,0.14884730042047312,compute-bound,284.8814523426819,2619,,2.0059993878175697e-06,,"{""k"":1024,""length"":0,""m"":1024,""n"":1024,""rotate"":0,""size_bytes"":0}",1980,1980,,examples/gh200_hardware_envelope_v1/measurements/lane_a_result.json,,[],,nonvoid,False,False,1.124799997e-05,False,,declared
constants/boosted/gemm_G2_holdout_m233,89,86,launch-bound,void-with-findings,boosted,3051520,[],False,311869440000000.0,1.5667980036774362e-06,320897363993.2698,launch-bound,0.1647642320187994,False,False,False,51384928771733.04,0.1647642320187994,160.12885906040268,0.15737668902683116,compute-bound,152.94915254237287,a100,0.00015214933333333332,3051520,,retained-standalone-microbenchmark,G2:holdout,declared-contractions-only,488636416,False,5.7668500000000005e-05,0.3840398015202703,True,1,,1.8060582199999998e-06,1.7035327276325226e-06,320897363993.2698,launch-bound,0.1647642320187994,False,False,False,51384928771733.04,0.17914323411727315,160.12885906040268,0.17914323411727315,HBM-bound,174.10333138515472,1593,,1.5667980036774362e-06,,"{""k"":1024,""length"":0,""m"":233,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.003318048111665503,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,9.509333333333332e-06,True,,declared
constants/boosted/gemm_G2_m251,90,94,launch-bound,void-with-findings,boosted,3125248,[],False,311869440000000.0,1.6878381928027319e-06,326817624093.6977,launch-bound,0.17650287850000682,False,False,False,55045853876185.164,0.17650287850000682,168.42988204456094,0.1602801436429387,compute-bound,152.94915254237287,a100,0.00015300266666666668,3125248,,retained-standalone-microbenchmark,G2:grid,declared-contractions-only,526385152,False,5.82355e-05,0.41792968750000004,True,1,,1.8060582199999998e-06,1.744691907629013e-06,326817624093.6977,launch-bound,0.17650287850000682,False,False,False,55045853876185.164,0.18244826139455655,168.42988204456094,0.18244826139455655,HBM-bound,174.10333138515472,1593,,1.6878381928027319e-06,,"{""k"":1024,""length"":0,""m"":251,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.00576914692291612,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,9.562666666666667e-06,True,,declared
constants/boosted/gemm_G2_m284,91,97,compute-bound,void-with-findings,boosted,3260416,[],False,311869440000000.0,1.909745206199107e-06,315605575632.42126,compute-bound,0.1848617584730679,True,True,True,57652733092410.94,0.1848617584730679,182.67336683417085,0.1547814538373064,compute-bound,152.94915254237287,a100,0.00016529066666666668,3260416,,retained-standalone-microbenchmark,G2:grid,declared-contractions-only,595591168,False,5.7755750000000003e-05,0.351756599378882,False,1,,1.8060582199999998e-06,1.909745206199107e-06,315605575632.42126,compute-bound,0.1848617584730679,True,True,True,57652733092410.94,0.1848617584730679,182.67336683417085,0.1761890556552574,compute-bound,174.10333138515472,1593,,1.909745206199107e-06,,"{""k"":1024,""length"":0,""m"":284,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.0030542487264324162,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,1.0330666666666667e-05,True,,declared
constants/boosted/gemm_G3_m499,92,98,launch-bound,void-with-findings,boosted,2581504,[],False,311869440000000.0,1.6777515103756239e-06,290884615384.6154,launch-bound,0.18904952415590714,False,False,False,58958769230769.234,0.18904952415590714,202.68782229274098,0.14265763074025786,compute-bound,152.94915254237287,a100,0.00014199466666666666,2581504,,retained-standalone-microbenchmark,G3:grid,declared-contractions-only,523239424,False,5.591891666666667e-05,0.40080814085144933,True,1,,1.8060582199999998e-06,1.6777515103756239e-06,290884615384.6154,launch-bound,0.18904952415590714,False,False,False,58958769230769.234,0.18904952415590714,202.68782229274098,0.16238840390116765,compute-bound,174.10333138515472,1593,,1.6777515103756239e-06,,"{""k"":512,""length"":0,""m"":499,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.0033995518326276177,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,8.874666666666667e-06,True,,declared
envelope/a100/hbm_copy_1mib,93,87,launch-bound,launch-screen-excluded,lane-a,2097152,[],False,282009600000000.0,1.0284996861268048e-06,341333321277.77826,launch-bound,0.0,False,False,False,0.0,0.16739903154316652,0.0,0.16739903154316652,HBM-bound,138.3050847457627,a100,,2097152,,retained-hardware-envelope,hbm_copy,source-zero-scalar-work-uninventoried,0,False,,,True,1,,1.8060582199999998e-06,1.1707500087890624e-06,341333321277.77826,launch-bound,0.0,False,False,False,0.0,0.19055175251291215,0.0,0.19055175251291215,HBM-bound,157.4338634865761,1593,,0.0,,"{""k"":0,""length"":0,""m"":0,""n"":0,""rotate"":0,""size_bytes"":1048576}",1275,1275,,examples/a100_hardware_envelope_v1/measurements/lane_a_result.json,,[],,nonvoid,False,False,6.144000216999999e-06,False,,declared
envelope/a100/hbm_read_2mib,94,88,launch-bound,launch-screen-excluded,lane-a,2097152,[],False,282009600000000.0,1.0284996861268048e-06,341333321277.77826,launch-bound,0.0,False,False,False,0.0,0.16739903154316652,0.0,0.16739903154316652,HBM-bound,138.3050847457627,a100,,2097152,,retained-hardware-envelope,hbm_read,source-zero-scalar-work-uninventoried,0,False,,,True,1,,1.8060582199999998e-06,1.1707500087890624e-06,341333321277.77826,launch-bound,0.0,False,False,False,0.0,0.19055175251291215,0.0,0.19055175251291215,HBM-bound,157.4338634865761,1593,,0.0,,"{""k"":0,""length"":0,""m"":0,""n"":0,""rotate"":0,""size_bytes"":2097152}",1275,1275,,examples/a100_hardware_envelope_v1/measurements/lane_a_result.json,,[],,nonvoid,False,False,6.144000216999999e-06,False,,declared
envelope/a100/hbm_write_2mib,95,89,launch-bound,launch-screen-excluded,lane-a,2097152,[],False,282009600000000.0,1.0284996861268048e-06,341333321277.77826,launch-bound,0.0,False,False,False,0.0,0.16739903154316652,0.0,0.16739903154316652,HBM-bound,138.3050847457627,a100,,2097152,,retained-hardware-envelope,hbm_write,source-zero-scalar-work-uninventoried,0,False,,,True,1,,1.8060582199999998e-06,1.1707500087890624e-06,341333321277.77826,launch-bound,0.0,False,False,False,0.0,0.19055175251291215,0.0,0.19055175251291215,HBM-bound,157.4338634865761,1593,,0.0,,"{""k"":0,""length"":0,""m"":0,""n"":0,""rotate"":0,""size_bytes"":2097152}",1275,1275,,examples/a100_hardware_envelope_v1/measurements/lane_a_result.json,,[],,nonvoid,False,False,6.144000216999999e-06,False,,declared
constants/boosted/moe_expert_gate_up_m1,96,90,launch-bound,void-with-findings,boosted,2101248,[],False,311869440000000.0,1.0305084745762712e-06,351614457831.3254,launch-bound,0.0011252434657639402,False,False,False,350929049531.4592,0.17244117713793028,0.9980506822612085,0.17244117713793028,HBM-bound,152.94915254237287,a100,0.00019123199999999997,2101248,,retained-standalone-microbenchmark,expert_gate_up:captured,declared-contractions-only,2097152,False,0.00011055050000000001,0.6345597550675676,True,1,,1.8060582199999998e-06,1.1730366298999787e-06,351614457831.3254,launch-bound,0.0011252434657639402,False,False,False,350929049531.4592,0.19629127006358416,0.9980506822612085,0.19629127006358416,HBM-bound,174.10333138515472,1593,,6.724454951405306e-09,,"{""k"":1024,""length"":0,""m"":1,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.005410243486382013,examples/a100_kernel_constants_v1/measurements/results.json,32,"[""G9R"",""G10"",""G11R""]",True,void,True,False,5.975999999999999e-06,True,,declared
constants/boosted/attn_prefill_granite_s256,97,91,launch-bound,void-with-findings,boosted,6291456,[],False,311869440000000.0,3.0854990583804145e-06,353929792979.2979,launch-bound,0.04842091774189239,False,False,False,15101004500450.045,0.1735766797018685,42.666666666666664,0.1735766797018685,HBM-bound,152.94915254237287,a100,0.000284416,6291456,,retained-standalone-microbenchmark,attn_prefill_granite,declared-contractions-only,268435456,False,0.00011150366666666667,0.4014800033844765,True,2,,3.6121164399999996e-06,3.5122500263671875e-06,353929792979.2979,launch-bound,0.04842091774189239,False,False,False,15101004500450.045,0.19758382236539082,42.666666666666664,0.19758382236539082,HBM-bound,174.10333138515472,1593,,8.607302337798792e-07,,"{""k"":64,""length"":256,""m"":256,""n"":16,""rotate"":1,""size_bytes"":0}",1410,1410,0.0025983360449577868,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",False,void,True,False,1.7776e-05,True,,declared
constants/boosted/gemm_G2_m327,98,99,compute-bound,void-with-findings,boosted,3436544,[],False,311869440000000.0,2.198896769109535e-06,323957767722.47363,compute-bound,0.20728664867171337,True,True,True,64646371040723.984,0.20728664867171337,199.5518474374255,0.15887759324116918,compute-bound,152.94915254237287,a100,0.00016972799999999999,3436544,,retained-standalone-microbenchmark,G2:grid,declared-contractions-only,685768704,False,5.805916666666667e-05,0.3458737292921687,False,1,,1.8060582199999998e-06,2.198896769109535e-06,323957767722.47363,compute-bound,0.20728664867171337,True,True,True,64646371040723.984,0.20728664867171337,199.5518474374255,0.18085172624987175,compute-bound,174.10333138515472,1593,,2.198896769109535e-06,,"{""k"":1024,""length"":0,""m"":327,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.0026124446569666215,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,1.0607999999999999e-05,True,,declared
constants/boosted/gemm_G2_m1,99,96,launch-bound,void-with-findings,boosted,2101248,[],False,311869440000000.0,1.0305084745762712e-06,373621621621.62164,launch-bound,0.0011956712218003744,False,False,False,372893314366.9986,0.1832340815391663,0.9980506822612085,0.1832340815391663,HBM-bound,152.94915254237287,a100,0.000179968,2101248,,retained-standalone-microbenchmark,G2:grid,declared-contractions-only,2097152,False,0.00011061633333333333,0.6192187499999999,True,1,,1.8060582199999998e-06,1.1730366298999787e-06,373621621621.62164,launch-bound,0.0011956712218003744,False,False,False,372893314366.9986,0.20857692565789096,0.9980506822612085,0.20857692565789096,HBM-bound,174.10333138515472,1593,,6.724454951405306e-09,,"{""k"":1024,""length"":0,""m"":1,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.003386168055259753,examples/a100_kernel_constants_v1/measurements/results.json,32,"[""G9R"",""G10"",""G11R""]",True,void,True,False,5.624e-06,True,,declared
constants/boosted/gemm_G3_m610,100,101,compute-bound,void-with-findings,boosted,2922496,[],False,311869440000000.0,2.0509587601786183e-06,314201834862.3853,compute-bound,0.22050158688846958,True,True,True,68767706422018.34,0.22050158688846958,218.86475122634897,0.15409302164861174,compute-bound,152.94915254237287,a100,0.00014882133333333334,2922496,,retained-standalone-microbenchmark,G3:grid,declared-contractions-only,639631360,False,5.58e-05,0.3861502033390411,False,1,,1.8060582199999998e-06,2.0509587601786183e-06,314201834862.3853,compute-bound,0.22050158688846958,True,True,True,68767706422018.34,0.22050158688846958,218.86475122634897,0.1754054073937784,compute-bound,174.10333138515472,1593,,2.0509587601786183e-06,,"{""k"":512,""length"":0,""m"":610,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.0042908914985939515,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,9.301333333333334e-06,True,,declared
constants/boosted/gemm_G2_m393,101,102,compute-bound,void-with-findings,boosted,3706880,[],False,311869440000000.0,2.6427107959022853e-06,309870708872.0464,compute-bound,0.22091318512335198,True,True,True,68896071333036.12,0.22091318512335198,222.33812154696133,0.15196892109622487,compute-bound,152.94915254237287,a100,0.00019140266666666666,3706880,,retained-standalone-microbenchmark,G2:grid,declared-contractions-only,824180736,False,5.560383333333334e-05,0.29695375504032256,False,1,,1.8060582199999998e-06,2.6427107959022853e-06,309870708872.0464,compute-bound,0.22091318512335198,True,True,True,68896071333036.12,0.22091318512335198,222.33812154696133,0.17298752552767815,compute-bound,174.10333138515472,1593,,2.6427107959022853e-06,,"{""k"":1024,""length"":0,""m"":393,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.00406171804687662,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,1.1962666666666666e-05,True,,declared
constants/boosted/gemm_G2_holdout_m360,102,104,compute-bound,void-with-findings,boosted,3571712,[],False,311869440000000.0,2.42080378250591e-06,329737075332.3486,compute-bound,0.2234863167010626,True,True,True,69698552437223.04,0.2234863167010626,211.37614678899084,0.1617119209688621,compute-bound,152.94915254237287,a100,0.000173312,3571712,,retained-standalone-microbenchmark,G2:holdout,declared-contractions-only,754974720,False,5.587941666666667e-05,0.3282470703125,False,1,,1.8060582199999998e-06,2.42080378250591e-06,329737075332.3486,compute-bound,0.2234863167010626,True,True,True,69698552437223.04,0.2234863167010626,211.37614678899084,0.1840780657975325,compute-bound,174.10333138515472,1593,,2.42080378250591e-06,,"{""k"":1024,""length"":0,""m"":360,""n"":1024,""rotate"":1,""size_bytes"":0}",1410,1410,0.0035162129141028814,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,1.0832e-05,True,,declared
constants/base/gemm_G1_m32,103,100,HBM-bound,void-with-findings,base,4390912,[],False,282009600000000.0,2.1534212178279974e-06,442394411606.6631,HBM-bound,0.04795135559746617,True,True,True,13522742611499.195,0.2169621055038955,30.567164179104477,0.2169621055038955,HBM-bound,138.3050847457627,a100,0.00015880533333333333,4390912,,retained-standalone-microbenchmark,G1:grid,declared-contractions-only,134217728,False,5.516141666666667e-05,0.40287642045454547,False,1,,1.8060582199999998e-06,2.4512578309020997e-06,442394411606.6631,HBM-bound,0.04795135559746617,True,True,True,13522742611499.195,0.246969824446074,30.567164179104477,0.246969824446074,HBM-bound,157.4338634865761,1593,,4.7593318809005085e-07,,"{""k"":1024,""length"":0,""m"":32,""n"":2048,""rotate"":1,""size_bytes"":0}",1275,1275,0.003178978926974525,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,9.925333333333333e-06,True,,declared
constants/boosted/gemm_G1_m197,104,103,HBM-bound,void-with-findings,boosted,5404672,[],False,311869440000000.0,2.6505963590709353e-06,450589595375.72253,HBM-bound,0.22088444176748195,True,True,True,68887107158737.21,0.22098124380871514,152.8821523304282,0.22098124380871514,HBM-bound,152.94915254237287,a100,0.00019191466666666667,5404672,,retained-standalone-microbenchmark,G1:grid,declared-contractions-only,826277888,False,5.7589333333333334e-05,0.30258815173796794,False,1,,1.8060582199999998e-06,3.0171965558538435e-06,450589595375.72253,HBM-bound,0.22088444176748195,False,True,True,68887107158737.21,0.25154484402961125,152.8821523304282,0.25154484402961125,HBM-bound,174.10333138515472,1593,,2.6494352508536904e-06,,"{""k"":1024,""length"":0,""m"":197,""n"":2048,""rotate"":1,""size_bytes"":0}",1410,1410,0.002630537920453353,examples/a100_kernel_constants_v1/measurements/results.json,16,"[""G9R"",""G10"",""G11R""]",True,void,True,False,1.1994666666666667e-05,True,,declared
