architecture,lane,arm,repeat,width,bytes,in_place,callbacks,ranks,algo,proto,#channels,#warps,kernelVariant
a100,diagnostic,auto,0,2,262144,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,278528,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,294912,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,311296,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,327680,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,344064,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,360448,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,376832,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,393216,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,409600,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,425984,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,442368,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,458752,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,475136,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,491520,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,507904,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,524288,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,540672,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,557056,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,573440,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,589824,False,22,2,RING,LL,8,16,
a100,diagnostic,auto,0,2,606208,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,622592,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,638976,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,655360,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,671744,False,22,2,RING,SIMPLE,7,17,
a100,diagnostic,auto,0,2,688128,False,22,2,RING,SIMPLE,7,17,
a100,diagnostic,auto,0,2,704512,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,720896,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,737280,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,753664,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,770048,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,786432,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,802816,False,22,2,RING,SIMPLE,7,17,
a100,diagnostic,auto,0,2,819200,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,835584,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,851968,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,868352,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,884736,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,901120,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,917504,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,933888,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,950272,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,966656,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,983040,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,999424,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1015808,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1032192,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1048576,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1064960,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1081344,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1097728,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1114112,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1130496,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1146880,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1163264,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1179648,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1196032,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1212416,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1228800,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1245184,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1261568,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1277952,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1294336,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1310720,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1327104,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1343488,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1359872,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1376256,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1392640,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1409024,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1425408,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1441792,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1458176,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1474560,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1490944,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1507328,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1523712,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1540096,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1556480,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1572864,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1589248,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1605632,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1622016,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1638400,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1654784,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1671168,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1687552,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1703936,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1720320,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1736704,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1753088,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1769472,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1785856,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1802240,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1818624,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1835008,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1851392,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1867776,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1884160,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1900544,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1916928,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1933312,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1949696,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1966080,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1982464,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,1998848,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2015232,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2031616,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2048000,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2064384,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2080768,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2097152,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2113536,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2129920,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2146304,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2162688,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2179072,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2195456,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2211840,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2228224,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2244608,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2260992,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2277376,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2293760,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2310144,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2326528,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2342912,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2359296,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2375680,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2392064,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2408448,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2424832,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2441216,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2457600,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2473984,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2490368,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2506752,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2523136,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2539520,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2555904,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2572288,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2588672,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2605056,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2621440,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2637824,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2654208,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2670592,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2686976,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2703360,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2719744,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2736128,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2752512,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2768896,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2785280,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2801664,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2818048,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2834432,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2850816,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2867200,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2883584,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2899968,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2916352,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2932736,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2949120,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2965504,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2981888,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,2998272,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3014656,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3031040,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3047424,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3063808,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3080192,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3096576,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3112960,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3129344,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3145728,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3162112,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3178496,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3194880,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3211264,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3227648,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3244032,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3260416,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3276800,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3293184,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3309568,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3325952,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3342336,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3358720,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3375104,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3391488,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3407872,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3424256,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3440640,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3457024,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3473408,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3489792,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3506176,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3522560,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3538944,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3555328,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3571712,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3588096,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3604480,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3620864,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3637248,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3653632,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3670016,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3686400,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3702784,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3719168,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3735552,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3751936,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3768320,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3784704,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3801088,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3817472,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3833856,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3850240,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3866624,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3883008,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3899392,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3915776,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3932160,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3948544,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3964928,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3981312,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,3997696,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,4014080,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,4030464,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,4046848,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,4063232,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,4079616,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,4096000,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,4112384,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,4128768,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,4145152,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,4161536,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,4177920,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,2,4194304,False,22,2,RING,SIMPLE,8,17,
a100,diagnostic,auto,0,4,262144,False,44,4,RING,LL,16,16,
a100,diagnostic,auto,0,4,278528,False,44,4,RING,LL,17,16,
a100,diagnostic,auto,0,4,294912,False,44,4,RING,LL,18,16,
a100,diagnostic,auto,0,4,311296,False,44,4,RING,LL,19,16,
a100,diagnostic,auto,0,4,327680,False,44,4,RING,LL,20,16,
a100,diagnostic,auto,0,4,344064,False,44,4,RING,LL,21,16,
a100,diagnostic,auto,0,4,360448,False,44,4,RING,LL,22,16,
a100,diagnostic,auto,0,4,376832,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,393216,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,409600,False,44,4,RING,LL,20,16,
a100,diagnostic,auto,0,4,425984,False,44,4,RING,LL,21,16,
a100,diagnostic,auto,0,4,442368,False,44,4,RING,LL,22,16,
a100,diagnostic,auto,0,4,458752,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,475136,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,491520,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,507904,False,44,4,RING,LL,21,16,
a100,diagnostic,auto,0,4,524288,False,44,4,RING,LL,22,16,
a100,diagnostic,auto,0,4,540672,False,44,4,RING,LL,22,16,
a100,diagnostic,auto,0,4,557056,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,573440,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,589824,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,606208,False,44,4,RING,LL,22,16,
a100,diagnostic,auto,0,4,622592,False,44,4,RING,LL,22,16,
a100,diagnostic,auto,0,4,638976,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,655360,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,671744,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,688128,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,704512,False,44,4,RING,LL,22,16,
a100,diagnostic,auto,0,4,720896,False,44,4,RING,LL,22,16,
a100,diagnostic,auto,0,4,737280,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,753664,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,770048,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,786432,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,802816,False,44,4,RING,LL,22,16,
a100,diagnostic,auto,0,4,819200,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,835584,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,851968,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,868352,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,884736,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,901120,False,44,4,RING,LL,22,16,
a100,diagnostic,auto,0,4,917504,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,933888,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,950272,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,966656,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,983040,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,999424,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,1015808,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,1032192,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,1048576,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1064960,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1081344,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1097728,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,1114112,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,1130496,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,1146880,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1163264,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1179648,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1196032,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,1212416,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,1228800,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1245184,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1261568,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1277952,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1294336,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,1310720,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,1327104,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1343488,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1359872,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1376256,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1392640,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,1409024,False,44,4,RING,LL,23,16,
a100,diagnostic,auto,0,4,1425408,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1441792,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1458176,False,44,4,RING,LL,24,16,
a100,diagnostic,auto,0,4,1474560,False,44,4,RING,LL128,23,20,
a100,diagnostic,auto,0,4,1490944,False,44,4,RING,LL128,23,20,
a100,diagnostic,auto,0,4,1507328,False,44,4,RING,LL128,23,20,
a100,diagnostic,auto,0,4,1523712,False,44,4,RING,LL128,24,20,
a100,diagnostic,auto,0,4,1540096,False,44,4,RING,LL128,24,20,
a100,diagnostic,auto,0,4,1556480,False,44,4,RING,LL128,24,20,
a100,diagnostic,auto,0,4,1572864,False,44,4,RING,LL128,24,20,
a100,diagnostic,auto,0,4,1589248,False,44,4,RING,LL128,20,20,
a100,diagnostic,auto,0,4,1605632,False,44,4,RING,LL128,20,20,
a100,diagnostic,auto,0,4,1622016,False,44,4,RING,LL128,20,20,
a100,diagnostic,auto,0,4,1638400,False,44,4,RING,LL128,20,20,
a100,diagnostic,auto,0,4,1654784,False,44,4,RING,LL128,21,20,
a100,diagnostic,auto,0,4,1671168,False,44,4,RING,LL128,21,20,
a100,diagnostic,auto,0,4,1687552,False,44,4,RING,LL128,21,20,
a100,diagnostic,auto,0,4,1703936,False,44,4,RING,LL128,21,20,
a100,diagnostic,auto,0,4,1720320,False,44,4,RING,LL128,21,20,
a100,diagnostic,auto,0,4,1736704,False,44,4,RING,LL128,22,20,
a100,diagnostic,auto,0,4,1753088,False,44,4,RING,LL128,22,20,
a100,diagnostic,auto,0,4,1769472,False,44,4,RING,LL128,22,20,
a100,diagnostic,auto,0,4,1785856,False,44,4,RING,LL128,22,20,
a100,diagnostic,auto,0,4,1802240,False,44,4,RING,LL128,22,20,
a100,diagnostic,auto,0,4,1818624,False,44,4,RING,LL128,23,20,
a100,diagnostic,auto,0,4,1835008,False,44,4,RING,LL128,23,20,
a100,diagnostic,auto,0,4,1851392,False,44,4,RING,LL128,23,20,
a100,diagnostic,auto,0,4,1867776,False,44,4,RING,LL128,23,20,
a100,diagnostic,auto,0,4,1884160,False,44,4,RING,LL128,23,20,
a100,diagnostic,auto,0,4,1900544,False,44,4,RING,LL128,24,20,
a100,diagnostic,auto,0,4,1916928,False,44,4,RING,LL128,24,20,
a100,diagnostic,auto,0,4,1933312,False,44,4,RING,LL128,24,20,
a100,diagnostic,auto,0,4,1949696,False,44,4,RING,LL128,24,20,
a100,diagnostic,auto,0,4,1966080,False,44,4,RING,LL128,24,20,
a100,diagnostic,auto,0,4,1982464,False,44,4,RING,LL128,21,20,
a100,diagnostic,auto,0,4,1998848,False,44,4,RING,LL128,21,20,
a100,diagnostic,auto,0,4,2015232,False,44,4,RING,LL128,21,20,
a100,diagnostic,auto,0,4,2031616,False,44,4,RING,LL128,21,20,
a100,diagnostic,auto,0,4,2048000,False,44,4,RING,LL128,21,20,
a100,diagnostic,auto,0,4,2064384,False,44,4,RING,LL128,21,20,
a100,diagnostic,auto,0,4,2080768,False,44,4,RING,LL128,22,20,
a100,diagnostic,auto,0,4,2097152,False,44,4,RING,LL128,22,20,
