architecture,width,lane,arm,bytes,model_us,measured_us,error_pct
a100,2,legacy,auto,3375104,78.52979892439646,81.66400343,-3.8379265942920404
a100,2,legacy,auto,3391488,78.81914093113802,82.17599988,-4.084962706585793
a100,2,legacy,auto,3407872,79.10828584197456,82.58559555,-4.210552318315797
a100,2,legacy,auto,3424256,79.39723473778314,82.0735991,-3.260932128681149
a100,2,legacy,auto,3440640,79.68598868837114,82.27840066,-3.150780704089662
a100,2,legacy,auto,3457024,79.97454875264286,82.43200183,-2.9811881584838384
a100,2,legacy,auto,3473408,80.26291597876065,83.25120062,-3.5894793336127107
a100,2,legacy,auto,3489792,80.55109140430507,83.09759945,-3.0644784717604012
a100,2,legacy,auto,3506176,80.83907605642995,83.30240101,-2.957087579353612
a100,2,legacy,auto,3522560,81.1268709520161,83.45599473,-2.7908405927209445
a100,2,legacy,auto,3538944,81.4144770978204,83.71199667,-2.744552350407592
a100,2,legacy,auto,3555328,81.70189549062489,83.76319706,-2.460867829458069
a100,2,legacy,auto,3571712,81.98912711737846,84.01919901,-2.416200007310132
a100,2,legacy,auto,3588096,82.27617295534095,84.01919901,-2.074556857476806
a100,2,legacy,auto,3604480,82.56303397222025,84.68480408,-2.505490956530243
a100,2,legacy,auto,3620864,82.84971112630978,84.78720486,-2.2851251399186867
a100,2,legacy,auto,3637248,83.13620536662178,85.04319936,-2.2423827040015776
a100,2,legacy,auto,3653632,83.42251763301881,85.40160209,-2.317385632760771
a100,2,legacy,auto,3670016,83.70864885634204,85.50400287,-2.0997309522310936
a100,2,legacy,auto,3686400,83.9945999585384,85.40160209,-1.6475125723974582
a100,2,legacy,auto,3702784,84.28037185278447,85.70880443,-1.6666112504021169
a100,2,legacy,auto,3719168,84.5659654436083,85.96479893,-1.6272166093597717
a100,2,legacy,auto,3735552,84.8513816270087,86.32320166,-1.7050109410773784
a100,2,legacy,auto,3751936,85.13662129057356,86.73279732,-1.840337310391782
a100,2,legacy,auto,3768320,85.42168531359441,86.88639849,-1.6857795948052479
a100,2,legacy,auto,3784704,85.70657456718017,86.88639849,-1.3578925393663566
a100,2,legacy,auto,3801088,85.99128991436754,87.6031965,-1.840008869576415
a100,2,legacy,auto,3817472,86.27583221023174,86.8351981,-0.6441695326405372
a100,2,legacy,auto,3833856,86.56020230199228,87.14240044,-0.6680997253553755
a100,2,legacy,auto,3850240,86.84440102911913,87.55199611,-0.808199826754219
a100,2,legacy,auto,3866624,87.12842922343677,87.70559728,-0.6580743697812474
a100,2,legacy,auto,3883008,87.4122877092248,88.01279962,-0.6823006578224322
a100,2,legacy,auto,3899392,87.69597730331841,88.57600391,-0.9935271042208593
a100,2,legacy,auto,3915776,87.97949881520684,88.52480352,-0.6159908670906766
a100,2,legacy,auto,3932160,88.26285304712984,88.78080547,-0.5834058613550019
a100,2,legacy,auto,3948544,88.54604079417217,88.42240274,0.13982661671807506
a100,2,legacy,auto,3964928,88.82906284435698,88.93439919,-0.11844274724110981
a100,2,legacy,auto,3981312,89.1119199787374,89.08800036,0.0268494282515519
a100,2,legacy,auto,3997696,89.39461297148718,89.49760348,-0.11507627523884567
a100,2,legacy,auto,4014080,89.67714258998821,89.75359797,-0.08518363802791917
a100,2,legacy,auto,4030464,89.95950959491842,90.00959992,-0.055649980808825106
a100,2,legacy,auto,4046848,90.24171474033707,90.47039598,-0.25276913755687413
a100,2,legacy,auto,4063232,90.5237587737687,90.62399715,-0.11060908742016595
a100,2,legacy,auto,4079616,90.8056424362863,90.57279676,0.2570812480300111
a100,2,legacy,auto,4096000,91.08736646259196,90.62399715,0.511309727185183
a100,2,legacy,auto,4112384,91.36893158109756,91.13600105,0.25558563949910074
a100,2,legacy,auto,4128768,91.65033851400379,91.34079516,0.33888839424003336
a100,2,legacy,auto,4145152,91.93158797737625,91.69919789,0.2534265214130027
a100,2,legacy,auto,4161536,92.21268068122275,92.05760062,0.1684598123113057
a100,2,legacy,auto,4177920,92.49361732956797,92.46720374,0.028565359932630763
a100,2,legacy,auto,4194304,92.77439862052589,92.51840413,0.2766957481953325
a100,2,timing,auto,262144,16.844799739980033,19.10839,-11.846054324932487
a100,2,timing,auto,278528,17.258055464276687,19.92513,-13.385481227592056
a100,2,timing,auto,294912,17.667894389758658,20.13127,-12.236563367543841
a100,2,timing,auto,311296,18.074532495184744,20.56556,-12.112616942185173
a100,2,timing,auto,327680,18.478161476790767,20.67146,-10.610273890713252
a100,2,timing,auto,344064,18.878952555131676,21.98364,-14.122717825020448
a100,2,timing,auto,360448,19.277059532252636,22.14701,-12.958636257207479
a100,2,timing,auto,376832,19.672621274205753,21.12433,-6.872211927167616
a100,2,timing,auto,393216,20.065763747228686,21.21175,-5.402601165728016
a100,2,timing,auto,409600,20.456601703092467,22.37805,-8.586307997826149
a100,2,timing,auto,425984,20.84524008568325,22.48856,-7.307359449945872
a100,2,timing,auto,442368,21.231775213875977,23.06824,-7.961009535725405
a100,2,timing,auto,458752,21.616295783246954,23.09092,-6.386164850742393
a100,2,timing,auto,475136,21.998883719848237,24.36664,-9.717204670614265
a100,2,timing,auto,491520,22.379614912239358,24.41332,-8.330309387500922
a100,2,timing,auto,507904,22.758559842614403,24.98538,-8.912492655247172
a100,2,timing,auto,524288,23.135784133738024,25.09775,-7.817297830530534
a100,2,timing,auto,540672,23.511349025201135,27.54692,-14.649808308147938
a100,2,timing,auto,557056,23.88531178999314,28.14147,-15.124150266517212
a100,2,timing,auto,573440,24.257726100406302,27.93076,-13.1504975145456
a100,2,timing,auto,589824,24.628642350704403,27.99399,-12.021679115037177
a100,2,timing,auto,606208,24.998107942723927,43.97911,-43.159131817983756
a100,2,timing,auto,622592,25.366167539551505,44.02951,-42.388258375913104
a100,2,timing,auto,638976,25.73286329159223,44.24472,-41.83969682350293
a100,2,timing,auto,655360,26.098235038664015,44.68287,-41.592303630756
a100,2,timing,auto,671744,26.46232049119532,44.51524,-40.55446968005716
a100,2,timing,auto,688128,26.825155393144456,44.57186,-39.81593904058647
a100,2,timing,auto,704512,27.18677366887472,44.84848,-39.380835941653494
a100,2,timing,auto,720896,27.547207555901828,44.7517,-38.44433271607151
a100,2,timing,auto,737280,27.906487725162073,44.79139,-37.69675885217656
a100,2,timing,auto,753664,28.264643390226603,44.91692,-37.07350506173041
a100,2,timing,auto,770048,28.621702406694062,45.35115,-36.88869542074663
a100,2,timing,auto,786432,28.97769136283658,45.50937,-36.325878906175625
a100,2,timing,auto,802816,29.332635662434043,45.50425,-35.53868998514634
a100,2,timing,auto,819200,29.686559600615197,45.61758,-34.92298451470859
a100,2,timing,auto,835584,30.03948643342507,45.76295,-34.3585008540204
a100,2,timing,auto,851968,30.391438441748733,45.86414,-33.735946118800584
a100,2,timing,auto,868352,30.74243699015053,45.88148,-32.99597791930311
a100,2,timing,auto,884736,31.092502581120712,46.12135,-32.58544561006841
a100,2,timing,auto,901120,31.441654905165628,46.07554,-31.760637194560005
a100,2,timing,auto,917504,31.78991288713162,46.24948,-31.2642804045978
a100,2,timing,auto,933888,32.13729472910537,46.8731,-31.43765885101397
a100,2,timing,auto,950272,32.48381795020181,47.10764,-31.043418965157656
a100,2,timing,auto,966656,32.82949942351317,47.20864,-30.458705390553153
a100,2,timing,auto,983040,33.17435541046759,47.22987,-29.759799443725775
a100,2,timing,auto,999424,33.51840159281866,47.34469,-29.203461691651878
a100,2,timing,auto,1015808,33.86165310246484,47.42337,-28.597117618455115
a100,2,timing,auto,1032192,34.20412454927988,47.63505,-28.19546835937008
a100,2,timing,auto,1048576,34.54583004711483,47.86128,-27.82092320323478
a100,2,timing,auto,1064960,34.88678323811932,48.96793,-28.755854621342337
a100,2,timing,auto,1081344,35.226997315515256,49.15559,-28.335724755790213
a100,2,timing,auto,1097728,35.56648504494193,49.15669,-27.64670476197252
a100,2,timing,auto,1114112,35.905258784484055,49.28513,-27.147886625268004
a100,2,timing,auto,1130496,36.24333050348027,49.41178,-26.650425255920208
a100,2,timing,auto,1146880,36.58071180020428,49.49115,-26.086357257400007
a100,2,timing,auto,1163264,36.91741391850111,49.77781,-25.8356004040734
a100,2,timing,auto,1179648,37.25344776345323,49.97166,-25.450850014881976
a100,2,timing,auto,1196032,37.588823916146914,50.95064,-26.225021086787304
a100,2,timing,auto,1212416,37.923552647601156,51.20865,-25.94307280586159
a100,2,timing,auto,1228800,38.2576439319186,51.16516,-25.227158613559308
a100,2,timing,auto,1245184,38.59110745870965,51.27899,-24.742847979826333
a100,2,timing,auto,1261568,38.92395264484154,51.37014,-24.228447411586686
a100,2,timing,auto,1277952,39.256188645554914,51.56864,-23.875850428564892
a100,2,timing,auto,1294336,39.58782436499117,51.8039,-23.58138216429425
a100,2,timing,auto,1310720,39.91886846616859,51.92926,-23.128370274930564
a100,2,timing,auto,1327104,40.24932938044214,52.9451,-23.97912293972031
a100,2,timing,auto,1343488,40.579215316479754,52.90051,-23.29144782067365
a100,2,timing,auto,1359872,40.90853426878651,53.02345,-22.848222307702514
a100,2,timing,auto,1376256,41.237294025802726,53.17245,-22.446127598403443
a100,2,timing,auto,1392640,41.56550217760442,53.27293,-21.976316719196
a100,2,timing,auto,1409024,41.893166123227275,53.58374,-21.81739064270751
a100,2,timing,auto,1425408,42.220293077639816,53.7217,-21.409238580238863
a100,2,timing,auto,1441792,42.54689007838379,53.93888,-21.12018255035367
a100,2,timing,auto,1458176,42.8729639919029,54.71529,-21.643540604641043
a100,2,timing,auto,1474560,43.19852151957659,54.81698,-21.194999214519683
a100,2,timing,auto,1490944,43.52356920347738,54.90246,-20.725648352592252
a100,2,timing,auto,1507328,43.848113431865706,54.99633,-20.27083728702315
a100,2,timing,auto,1523712,44.17216044443727,55.24532,-20.043615559766394
a100,2,timing,auto,1540096,44.49571633733793,55.52982,-19.87059144557297
a100,2,timing,auto,1556480,44.818787067957174,55.65356,-19.46824773121939
a100,2,timing,auto,1572864,45.14137845951254,55.79019,-19.087247310839885
a100,2,timing,auto,1589248,45.463496205436975,56.58445,-19.653727825512167
a100,2,timing,auto,1605632,45.78514587357842,56.53191,-19.010084970455765
a100,2,timing,auto,1622016,46.10633291022299,56.69276,-18.67333163842616
a100,2,timing,auto,1638400,46.427062643948695,56.83661,-18.314863177186858
a100,2,timing,auto,1654784,46.747340289320924,57.05583,-18.067373151313504
a100,2,timing,auto,1671168,47.06717095043548,57.39933,-18.000487200050095
a100,2,timing,auto,1687552,47.38655962431861,57.60062,-17.73255283655174
a100,2,timing,auto,1703936,47.70551120419016,57.77327,-17.42632673520096
a100,2,timing,auto,1720320,48.024030482596366,58.43408,-17.81503108700203
a100,2,timing,auto,1736704,48.342122154420274,58.56022,-17.44887202537786
a100,2,timing,auto,1753088,48.65979081977372,58.59119,-16.950328505405466
a100,2,timing,auto,1769472,48.977040986777496,58.81799,-16.731188898536832
a100,2,timing,auto,1785856,49.293877074235674,58.61327,-15.899800379273032
a100,2,timing,auto,1802240,49.610303414207515,58.65505,-15.42023506210034
a100,2,timing,auto,1818624,49.92632425448312,59.20855,-15.677171194898175
a100,2,timing,auto,1835008,50.241943760966855,59.76492,-15.934056699202714
a100,2,timing,auto,1851392,50.55716601997243,60.23005,-16.05989697838134
a100,2,timing,auto,1867776,50.871995040433966,60.36546,-15.726650570650891
a100,2,timing,auto,1884160,51.18643475603645,60.55973,-15.477769210601755
a100,2,timing,auto,1900544,51.500489027270845,60.79178,-15.283794902417991
a100,2,timing,auto,1916928,51.81416164341388,60.87585,-14.88552251276346
a100,2,timing,auto,1933312,52.12745632443976,61.26759,-14.91838290939832
a100,2,timing,auto,1949696,52.440376722863,61.33883,-14.507047619162282
a100,2,timing,auto,1966080,52.752926425519185,61.6097,-14.375615486653581
a100,2,timing,auto,1982464,53.06510895528193,62.20402,-14.691833493587826
a100,2,timing,auto,1998848,53.37692777272356,62.47868,-14.567772922341572
a100,2,timing,auto,2015232,53.68838627771766,62.67776,-14.342206425823667
a100,2,timing,auto,2031616,53.99948781098813,62.79135,-14.001709135114748
a100,2,timing,auto,2048000,54.31023565560728,62.94975,-13.724461724459147
a100,2,timing,auto,2064384,54.6206330384437,63.24893,-13.641807002199569
a100,2,timing,auto,2080768,54.930683131561985,63.47546,-13.46154382880882
a100,2,timing,auto,2097152,55.24038905357823,63.71332,-13.298523678285445
a100,2,timing,auto,2113536,55.5497538709708,68.11355,-18.445369723100924
a100,2,timing,auto,2129920,55.858780599348805,68.05513,-17.921278529114847
a100,2,timing,auto,2146304,56.16747220468085,68.06516,-17.47984988989838
a100,2,timing,auto,2162688,56.47583160448504,68.10474,-17.075035299327133
a100,2,timing,auto,2179072,56.78386166898038,68.37296,-16.94982684824472
a100,2,timing,auto,2195456,57.09156522220467,68.66379,-16.853460576229963
a100,2,timing,auto,2211840,57.39894504309497,68.68423,-16.43067842051229
a100,2,timing,auto,2228224,57.70600386653787,69.18175,-16.5878228484566
a100,2,timing,auto,2244608,58.01274438438497,69.85891,-16.957272330208163
a100,2,timing,auto,2260992,58.31916924644047,69.80932,-16.4593363086183
a100,2,timing,auto,2277376,58.62528106141689,69.87716,-16.102370128641617
a100,2,timing,auto,2293760,58.93108239786335,69.92319,-15.720260477441972
a100,2,timing,auto,2310144,59.23657578506634,70.26116,-15.690865643171358
a100,2,timing,auto,2326528,59.541763713924155,70.35735,-15.372361645337474
a100,2,timing,auto,2342912,59.8466486377953,70.939,-15.63646423293914
a100,2,timing,auto,2359296,60.151232973322806,71.23764,-15.562569207342069
a100,2,timing,auto,2375680,60.45551910123494,71.10288,-14.974584572052574
a100,2,timing,auto,2392064,60.759509367122526,70.94692,-14.359200699448937
a100,2,timing,auto,2408448,61.06320608219504,71.01867,-14.018093999514436
a100,2,timing,auto,2424832,61.3666115240139,71.3138,-13.948476278064136
a100,2,timing,auto,2441216,61.66972793720766,71.57456,-13.838481246398636
a100,2,timing,auto,2457600,61.972557534164885,72.09341,-14.038526497546888
a100,2,timing,auto,2473984,62.27510249570976,72.3893,-13.971950971055458
a100,2,timing,auto,2490368,62.57736497175747,72.52907,-13.720988051056683
a100,2,timing,auto,2506752,62.87934708195327,72.22762,-12.942795177311295
a100,2,timing,auto,2523136,63.181050916293955,72.07539,-12.340327376245963
a100,2,timing,auto,2539520,63.48247853573165,72.16045,-12.025938674534798
a100,2,timing,auto,2555904,63.783631972762244,72.71101,-12.277890277191528
a100,2,timing,auto,2572288,64.08451323199844,73.24572,-12.507497732292839
a100,2,timing,auto,2588672,64.38512429072729,73.33245,-12.201045661603704
a100,2,timing,auto,2605056,64.68546709945296,73.3761,-11.843955866483814
a100,2,timing,auto,2621440,64.98554358242606,73.5855,-11.687025864571055
a100,2,timing,auto,2637824,65.28535563815795,73.38061,-11.031871173927355
a100,2,timing,auto,2654208,65.58490513992373,73.42851,-10.681961080343683
a100,2,timing,auto,2670592,65.8841939362511,73.24285,-10.046927534563322
a100,2,timing,auto,2686976,66.18322385139636,73.83616,-10.364753731239063
a100,2,timing,auto,2703360,66.48199668580963,74.21632,-10.421324196875247
a100,2,timing,auto,2719744,66.7805142165882,74.63011,-10.518001090192419
a100,2,timing,auto,2736128,67.07877819791757,74.83813,-10.368179699415837
a100,2,timing,auto,2752512,67.37679036150264,75.07347,-10.252196466338049
a100,2,timing,auto,2768896,67.67455241698731,74.43813,-9.086173420816312
a100,2,timing,auto,2785280,67.9720660523653,74.60828,-8.89474190751306
a100,2,timing,auto,2801664,68.26933293437914,75.25953,-9.28812213632062
a100,2,timing,auto,2818048,68.56635470891077,75.45759,-9.132593939309796
a100,2,timing,auto,2834432,68.86313300136227,75.58616,-8.894521164506486
a100,2,timing,auto,2850816,69.15966941702763,75.70762,-8.648998057226443
a100,2,timing,auto,2867200,69.45596554145547,75.88236,-8.468891134309132
a100,2,timing,auto,2883584,69.75202294080344,76.16177,-8.415963887389388
a100,2,timing,auto,2899968,70.04784316218375,75.96862,-7.793713822649728
a100,2,timing,auto,2916352,70.34342773400205,76.47677,-8.01987618723693
a100,2,timing,auto,2932736,70.6387781662863,76.89217,-8.1326770121245
a100,2,timing,auto,2949120,70.93389595100922,76.96634,-7.837769145565165
a100,2,timing,auto,2965504,71.22878256240452,77.0517,-7.557156347745053
a100,2,timing,auto,2981888,71.52343945727289,77.22762,-7.3861923269513134
a100,2,timing,auto,2998272,71.81786807528381,77.45896,-7.282684823958641
a100,2,timing,auto,3014656,72.11206983926924,77.67048,-7.1563999098895215
a100,2,timing,auto,3031040,72.40604615551109,77.41819,-6.474116540943287
a100,2,timing,auto,3047424,72.69979841402181,77.7934,-6.547601192361041
a100,2,timing,auto,3063808,72.9933279888193,78.01276,-6.434116689603975
a100,2,timing,auto,3080192,73.28663623819519,78.09769,-6.160302259650463
a100,2,timing,auto,3096576,73.57972450497775,78.24461,-5.961925677720481
a100,2,timing,auto,3112960,73.87259411678909,78.43345,-5.814937227944084
a100,2,timing,auto,3129344,74.1652463862955,78.59618,-5.637594109159649
a100,2,timing,auto,3145728,74.45768261145442,78.80828,-5.520482604804444
a100,2,timing,auto,3162112,74.74990407575396,79.21666,-5.638657227212107
a100,2,timing,auto,3178496,75.04191204844943,79.31926,-5.392571680006297
a100,2,timing,auto,3194880,75.3337077847926,79.42396,-5.149897103100121
a100,2,timing,auto,3211264,75.62529252625791,79.59639,-4.989042183624271
a100,2,timing,auto,3227648,75.91666750076296,79.72585,-4.777851222955965
a100,2,timing,auto,3244032,76.20783392288452,79.82223,-4.528057005066744
a100,2,timing,auto,3260416,76.49879299407023,80.17821,-4.589048578073496
a100,2,timing,auto,3276800,76.78954590284532,80.28593,-4.354915110474122
a100,2,timing,auto,3293184,77.08009382501659,80.55716,-4.316272042092106
a100,2,timing,auto,3309568,77.37043792387007,80.6906,-4.114682597638297
a100,2,timing,auto,3325952,77.66057935036568,80.99239,-4.113732968781781
a100,2,timing,auto,3342336,77.95051924332839,80.97895,-3.739775283171254
a100,2,timing,auto,3358720,78.2402587296349,81.05782,-3.4759894484765352
a100,2,timing,auto,3375104,78.52979892439646,81.36851,-3.488709668646439
a100,2,timing,auto,3391488,78.81914093113802,81.7774,-3.617453072440524
a100,2,timing,auto,3407872,79.10828584197456,81.92468,-3.4377847530505212
a100,2,timing,auto,3424256,79.39723473778314,82.42214,-3.6700154378627614
a100,2,timing,auto,3440640,79.68598868837114,82.54428,-3.4627369838695854
a100,2,timing,auto,3457024,79.97454875264286,82.72623,-3.326250026572153
a100,2,timing,auto,3473408,80.26291597876065,82.88774,-3.166721666243222
a100,2,timing,auto,3489792,80.55109140430507,82.87182,-2.8003832855305055
a100,2,timing,auto,3506176,80.83907605642995,83.03172,-2.640730486577969
a100,2,timing,auto,3522560,81.1268709520161,83.51656,-2.8613355818102315
a100,2,timing,auto,3538944,81.4144770978204,83.96592,-3.038664856145923
a100,2,timing,auto,3555328,81.70189549062489,84.08024,-2.8286604669243487
a100,2,timing,auto,3571712,81.98912711737846,84.06251,-2.4664774851732907
a100,2,timing,auto,3588096,82.27617295534095,84.1137,-2.1845752174248
a100,2,timing,auto,3604480,82.56303397222025,84.43031,-2.21161811176549
a100,2,timing,auto,3620864,82.84971112630978,84.58571,-2.0523547933690267
a100,2,timing,auto,3637248,83.13620536662178,84.69362,-1.838880701259693
a100,2,timing,auto,3653632,83.42251763301881,85.07015,-1.9367925964409172
a100,2,timing,auto,3670016,83.70864885634204,85.26282,-1.8228005403269187
a100,2,timing,auto,3686400,83.9945999585384,85.36923,-1.6102172193208308
a100,2,timing,auto,3702784,84.28037185278447,85.57232,-1.5097734258175288
a100,2,timing,auto,3719168,84.5659654436083,85.83834,-1.4822916617349469
a100,2,timing,auto,3735552,84.8513816270087,86.1291,-1.4834920752582859
a100,2,timing,auto,3751936,85.13662129057356,86.40642,-1.4695652353452937
a100,2,timing,auto,3768320,85.42168531359441,86.62015,-1.3835864823665056
a100,2,timing,auto,3784704,85.70657456718017,86.8092,-1.270171171741974
a100,2,timing,auto,3801088,85.99128991436754,86.99746,-1.1565511057822442
a100,2,timing,auto,3817472,86.27583221023174,86.95566,-0.7818097059676732
a100,2,timing,auto,3833856,86.56020230199228,87.20376,-0.7379930613172214
a100,2,timing,auto,3850240,86.84440102911913,87.54462,-0.7998423785275044
a100,2,timing,auto,3866624,87.12842922343677,87.71524,-0.6689952356776607
a100,2,timing,auto,3883008,87.4122877092248,88.02846,-0.6999694085017438
a100,2,timing,auto,3899392,87.69597730331841,88.2064,-0.5786685509005962
a100,2,timing,auto,3915776,87.97949881520684,88.55335,-0.648028769993636
a100,2,timing,auto,3932160,88.26285304712984,88.75847,-0.5583883463405437
a100,2,timing,auto,3948544,88.54604079417217,88.58171,-0.04026700977869391
a100,2,timing,auto,3964928,88.82906284435698,88.81246,0.018694273705488484
a100,2,timing,auto,3981312,89.1119199787374,89.22307,-0.1245754279275535
a100,2,timing,auto,3997696,89.39461297148718,89.3515,0.04825097674596712
a100,2,timing,auto,4014080,89.67714258998821,89.79026,-0.1259795995821822
a100,2,timing,auto,4030464,89.95950959491842,89.96169,-0.002423704002885163
a100,2,timing,auto,4046848,90.24171474033707,90.25156,-0.010908686412647306
a100,2,timing,auto,4063232,90.5237587737687,90.47957,0.048838399396355925
a100,2,timing,auto,4079616,90.8056424362863,90.25934,0.6052586206439337
a100,2,timing,auto,4096000,91.08736646259196,90.55775,0.5848383629142306
a100,2,timing,auto,4112384,91.36893158109756,91.03607,0.3656370283751986
a100,2,timing,auto,4128768,91.65033851400379,91.33886,0.3410142342523237
a100,2,timing,auto,4145152,91.93158797737625,91.54883,0.4180916101016896
a100,2,timing,auto,4161536,92.21268068122275,91.78901,0.46157016098413717
a100,2,timing,auto,4177920,92.49361732956797,92.07575,0.4538299493275666
a100,2,timing,auto,4194304,92.77439862052589,92.26175,0.5556458884921289
a100,4,legacy,auto,262144,18.12480018001341,19.2512013,-5.851069252424224
a100,4,legacy,auto,278528,18.415694892352,18.84160005,-2.2604511109341807
a100,4,legacy,auto,294912,18.70492890310924,18.99519935,-1.5281252991470096
a100,4,legacy,auto,311296,18.992603281652393,19.35360022,-1.8652702042204705
a100,4,legacy,auto,327680,19.278807953512263,19.20000091,0.41045333217260005
a100,4,legacy,auto,344064,19.56362342500588,18.94399896,3.270821890954534
a100,4,legacy,auto,360448,19.84712217146471,18.68800074,6.202490290915463
a100,4,legacy,auto,376832,20.129369767013458,18.63680035,8.008721395212337
a100,4,legacy,auto,393216,20.410425813174534,18.63680035,9.516791669523528
a100,4,legacy,auto,409600,20.690344709019065,22.27200009,-7.101541732172889
a100,4,legacy,auto,425984,20.969176295164225,22.4255994,-6.49446678707627
a100,4,legacy,auto,442368,21.24696639634273,22.63039909,-6.113160833600084
a100,4,legacy,auto,458752,21.523757281686386,24.11520109,-10.746100762925936
a100,4,legacy,auto,475136,21.799588057697548,23.14240113,-5.802393039336495
a100,4,legacy,auto,491520,22.07449500573526,22.52800018,-2.013073378201391
a100,4,legacy,auto,507904,22.348511873439264,22.98879996,-2.785217530601092
a100,4,legacy,auto,524288,22.621670127661908,22.83519879,-0.9350856294345067
a100,4,legacy,auto,540672,22.89399917503698,22.93759957,-0.19008264064406255
a100,4,legacy,auto,557056,23.165526555181156,22.98879996,0.7687508503647633
a100,4,legacy,auto,573440,23.436278110629054,23.09120074,1.494410682729419
a100,4,legacy,auto,589824,23.70627813688884,23.29600044,1.7611507947277616
a100,4,legacy,auto,606208,23.975549515430963,24.47360009,-2.03505235330107
a100,4,legacy,auto,622592,24.24411383196051,23.96159992,1.1790277481626088
a100,4,legacy,auto,638976,24.511991481945767,23.75680022,3.178842499630896
a100,4,legacy,auto,655360,24.779201765067562,24.0640007,2.9720788076089244
a100,4,legacy,auto,671744,25.045762970000958,24.11520109,3.8588186618391473
a100,4,legacy,auto,688128,25.311692450729907,24.93439987,1.5131408122793788
a100,4,legacy,auto,704512,25.57700669542216,26.47039853,-3.3750600073713444
a100,4,legacy,auto,720896,25.84172138874588,24.47360009,5.590192263151761
a100,4,legacy,auto,737280,26.105851468387257,24.7807987,5.347094677732311
a100,4,legacy,auto,753664,26.36941117642533,25.24160221,4.468056175841828
a100,4,legacy,auto,770048,26.632414106134327,25.34399927,5.083707675368498
a100,4,legacy,auto,786432,26.894873244707767,25.54880083,5.268632464061396
a100,4,legacy,auto,802816,27.156801012339052,27.64799818,-1.77661024303839
a100,4,legacy,auto,819200,27.418209298035343,27.69919857,-1.0144310538608425
a100,4,legacy,auto,835584,27.679109492499226,27.90400013,-0.805944081325427
a100,4,legacy,auto,851968,27.939512518369952,28.10879983,-0.6022573452224345
a100,4,legacy,auto,868352,28.199428858083593,28.41599844,-0.7621396178413065
a100,4,legacy,auto,884736,28.458868579580574,28.46719883,-0.029262627732262736
a100,4,legacy,auto,901120,28.717841360063815,28.67200039,0.15988061328222614
a100,4,legacy,auto,917504,28.9763565079884,28.87680009,0.34476263878999713
a100,4,legacy,auto,933888,29.234422983442833,28.97920087,0.8807079069838908
a100,4,legacy,auto,950272,29.49204941706639,29.23519909,0.8785653426736761
a100,4,legacy,auto,966656,29.749244127631002,29.69599888,0.17930108310604265
a100,4,legacy,auto,983040,30.00601513840266,29.79839966,0.6967336527181178
a100,4,legacy,auto,999424,30.262370192386157,30.31040169,-0.1584653945041148
a100,4,legacy,auto,1015808,30.518316766546562,30.61760031,-0.32426951311730345
a100,4,legacy,auto,1032192,30.773862085091466,30.72000109,0.17532875384238533
a100,4,legacy,auto,1048576,31.029013131889933,30.8224,0.6703343409012019
a100,4,legacy,auto,1064960,31.283776662096273,31.28319979,0.0018440316212675611
a100,4,legacy,auto,1081344,31.538159213042256,31.64159879,-0.3269100832870464
a100,4,legacy,auto,1097728,31.79216711445335,32.05119818,-0.8081790393355326
a100,4,legacy,auto,1114112,32.04580649803995,32.71679953,-2.0509128080965833
a100,4,legacy,auto,1130496,32.29908330651175,32.25599974,0.13356760558973502
a100,4,legacy,auto,1146880,32.55200330205672,32.92160109,-1.1226604287345898
a100,4,legacy,auto,1163264,32.80457207432418,33.28000009,-1.4285697547779752
a100,4,legacy,auto,1179648,33.05679504794729,32.8704007,0.5670583381336414
a100,4,legacy,auto,1196032,33.30867748963798,34.45760161,-3.3343125077764713
a100,4,legacy,auto,1212416,33.5602245148833,34.71359983,-3.3225459784206324
a100,4,legacy,auto,1228800,33.81144109427186,34.81600061,-2.885338632030021
a100,4,legacy,auto,1245184,34.06233205947455,35.32800078,-3.582621978546774
a100,4,legacy,auto,1261568,34.31290210890269,35.48159823,-3.293809127541414
a100,4,legacy,auto,1277952,34.563155813065706,35.94239801,-3.837368326260693
a100,4,legacy,auto,1294336,34.81309761964728,35.9935984,-3.2797520471104735
a100,4,legacy,auto,1310720,35.06273185831837,36.30080074,-3.410582842370735
a100,4,legacy,auto,1327104,35.31206274530402,36.19839996,-2.448553570531864
a100,4,legacy,auto,1343488,35.56109438771892,36.65919974,-2.995442781264268
a100,4,legacy,auto,1359872,35.80983078768683,37.06879914,-3.396301961545478
a100,4,legacy,auto,1376256,36.05827584625624,37.32480109,-3.393253833261789
a100,4,legacy,auto,1392640,36.30643336712599,37.68320009,-3.6535292108574424
a100,4,legacy,auto,1409024,36.55430706019025,37.73440048,-3.1273676136320927
a100,4,legacy,auto,1425408,36.80190054491564,37.88799793,-2.866600096133287
a100,4,legacy,auto,1441792,37.04921735355894,38.09279948,-2.7395784523239763
a100,4,legacy,auto,1458176,37.296260934234915,38.5024026,-3.1326400024841217
a100,4,legacy,auto,1474560,37.543034653843534,44.85119879,-16.294244821357793
a100,4,legacy,auto,1490944,37.78954180086329,45.00479996,-16.03219693354839
a100,4,legacy,auto,1507328,38.03578558801928,46.64320126,-18.45374125159418
a100,4,legacy,auto,1523712,38.281769154832425,45.56800053,-15.98979830236491
a100,4,legacy,auto,1540096,38.52749557005616,45.67039758,-15.640113483644956
