architecture,lane,arm,width,bytes,median_us,min_us,max_us,q1_us,q3_us,relative_iqr,repetitions
a100,timing,Ring_LL128_cta24,4,2162688,46.05651,46.04178,46.30168,46.049145,46.179095000000004,0.0028215338070557427,3
a100,timing,Ring_LL128_cta24,4,2195456,46.27624,46.19647,46.44917,46.236355,46.362705000000005,0.002730342828198708,3
a100,timing,Ring_LL128_cta24,4,2228224,46.30058,46.28325,46.55277,46.291915,46.426675,0.002910546692935596,3
a100,timing,Ring_LL128_cta24,4,2260992,46.5206,46.39275,46.66939,46.456675000000004,46.594995,0.0029733064491858038,3
a100,timing,Ring_LL128_cta24,4,2293760,46.73712,46.669,46.76297,46.703059999999994,46.750045,0.0010053037072033214,3
a100,timing,Ring_LL128_cta24,4,2326528,46.94132,46.80416,47.07487,46.87274,47.008095,0.0028834936895681036,3
a100,timing,Ring_LL128_cta24,4,2359296,47.25482,47.08529,47.26935,47.170055000000005,47.262085,0.0019475261994436558,3
a100,timing,Ring_LL128_cta24,4,2392064,48.50463,48.46495,48.52616,48.484790000000004,48.515395,0.0006309706929007442,3
a100,timing,Ring_LL128_cta24,4,2424832,48.65031,48.6412,48.77525,48.645754999999994,48.712779999999995,0.0013776890630296293,3
a100,timing,Ring_LL128_cta24,4,2457600,48.74819,48.74009,48.93346,48.74414,48.840824999999995,0.001983355689718812,3
a100,timing,Ring_LL128_cta24,4,2490368,49.20908,49.12954,49.22411,49.169309999999996,49.216595,0.0009608998989617818,3
a100,timing,Ring_LL128_cta24,4,2523136,49.53662,49.41929,49.61316,49.477954999999994,49.574889999999996,0.0019568351655805745,3
a100,timing,Ring_LL128_cta24,4,2555904,49.59012,49.56688,49.68921,49.5785,49.639665,0.001233411010096418,3
a100,timing,Ring_LL128_cta24,4,2588672,49.64023,49.62118,49.7855,49.630705000000006,49.712865,0.0016551091725399878,3
a100,timing,Ring_LL128_cta24,4,2621440,49.91926,49.84461,49.91945,49.881935,49.919354999999996,0.0007496104709884991,3
a100,timing,Ring_LL128_cta4,2,524288,39.16171,39.10981,39.20491,39.135760000000005,39.18331,0.0012141962135972608,3
a100,timing,Ring_LL128_cta4,2,557056,39.56119,39.49956,39.70505,39.53037500000001,39.633120000000005,0.002597116011929842,3
a100,timing,Ring_LL128_cta4,2,589824,39.86926,39.84453,39.89923,39.856894999999994,39.884245,0.0006859921653927245,3
a100,timing,Ring_LL128_cta4,2,622592,43.02247,42.92767,43.08036,42.97507,43.051415,0.001774537817098747,3
a100,timing,Ring_LL128_cta4,2,655360,43.13448,43.11493,43.31241,43.124705000000006,43.223445,0.0022891199801178146,3
a100,timing,Ring_LL128_cta4,2,688128,44.14092,44.0305,44.15754,44.085710000000006,44.14923,0.0014390275508529707,3
a100,timing,Ring_LL128_cta4,2,720896,44.20475,42.96965,44.32687,43.587199999999996,44.26581,0.015351517653645959,3
a100,timing,Ring_LL128_cta4,2,753664,41.44481,41.4376,45.36688,41.441205,43.405845,0.04740376418663767,3
a100,timing,Ring_LL128_cta4,2,786432,41.67385,41.57927,41.77476,41.62656,41.724305,0.0023454756399997434,3
a100,timing,Ring_LL128_cta4,2,819200,42.45938,42.40167,42.47559,42.430525,42.467484999999996,0.0008704790319593324,3
a100,timing,Ring_LL128_cta4,2,851968,42.59273,42.5825,42.64954,42.587615,42.621135,0.0007869887654537026,3
a100,timing,Ring_LL128_cta4,2,884736,43.44458,43.38766,43.55829,43.41612,43.501435,0.001963766251164158,3
a100,timing,Ring_LL128_cta4,2,917504,43.65347,43.5645,43.74196,43.608985000000004,43.697715,0.002032599012174707,3
a100,timing,Ring_LL128_cta4,2,950272,46.42373,46.35989,46.66578,46.39181,46.544754999999995,0.0032945435448637032,3
a100,timing,Ring_LL128_cta4,2,983040,46.63884,46.58844,46.72528,46.613640000000004,46.68206,0.0014670176187914655,3
a100,timing,Ring_LL128_cta4,2,1015808,47.66011,47.44048,47.75276,47.550295000000006,47.706435,0.0032761149732972394,3
a100,timing,Ring_LL128_cta4,2,1048576,47.78093,47.77974,47.8748,47.780334999999994,47.827865,0.000994748323232908,3
a100,timing,Ring_LL128_cta4,2,1081344,48.62918,48.39691,48.63858,48.513045,48.63388,0.0024848249548933294,3
a100,timing,Ring_LL128_cta4,2,1114112,48.79558,48.7008,48.85511,48.74819,48.825345,0.0015811882961530048,3
a100,timing,Ring_LL128_cta4,2,1146880,49.61959,49.51568,49.71485,49.567635,49.66722,0.0020069694247775442,3
a100,timing,Ring_LL128_cta4,2,1179648,49.84192,49.67859,49.86254,49.760255,49.852230000000006,0.0018453342086341181,3
a100,timing,Ring_LL128_cta4,2,1212416,52.41316,52.2752,52.45907,52.344179999999994,52.436115,0.0017540442133236489,3
a100,timing,Ring_LL128_cta4,2,1245184,52.49873,52.49732,52.62509,52.498025,52.56191,0.0012168865799229635,3
a100,timing,Ring_LL128_cta4,2,1277952,53.75807,53.5216,53.81465,53.639835,53.78636,0.0027256372857136432,3
a100,timing,Ring_LL128_cta4,2,1310720,53.84594,53.80294,53.90593,53.824439999999996,53.875935,0.0009563395123198282,3
a100,timing,Ring_LL128_cta4,2,1343488,54.78095,54.52223,54.79856,54.65159,54.789755,0.0025221358884794944,3
a100,timing,Ring_LL128_cta4,2,1376256,54.83284,54.75477,54.94954,54.793805,54.891189999999995,0.0017760342159916507,3
a100,timing,Ring_LL128_cta4,2,1409024,55.78074,55.48638,55.86363,55.63356,55.822185000000005,0.0033815435220113936,3
a100,timing,Ring_LL128_cta4,2,1441792,55.87396,55.75059,55.95378,55.812275,55.91387,0.0018182888773232329,3
a100,timing,Ring_LL128_cta4,2,1474560,57.01452,56.81074,57.0952,56.91263,57.05486,0.002494627684316168,3
a100,timing,Ring_LL128_cta4,2,1507328,57.22313,57.02115,57.23086,57.12214,57.226995,0.0018323884065761624,3
a100,timing,Ring_LL128_cta4,2,1540096,59.53829,59.38941,59.5823,59.46385,59.560294999999996,0.0016198819280835186,3
a100,timing,Ring_LL128_cta4,2,1572864,59.77426,59.69699,59.79892,59.735625,59.786590000000004,0.0008526245243354754,3
a100,timing,Ring_LL128_cta4,2,1605632,60.80264,60.65004,60.92929,60.72633999999999,60.865965,0.002296364105242954,3
a100,timing,Ring_LL128_cta4,2,1638400,60.8971,60.89192,61.02768,60.89451,60.96239,0.0011146672009012314,3
a100,timing,Ring_LL128_cta4,2,1671168,61.83846,61.64506,61.95926,61.74176,61.89886,0.0025404901739144183,3
a100,timing,Ring_LL128_cta4,2,1703936,61.97832,61.88753,62.01636,61.932925,61.997339999999994,0.0010393150379035248,3
a100,timing,Ring_LL128_cta4,2,1736704,63.08085,62.82905,63.08322,62.95495,63.082035,0.0020146367716985586,3
a100,timing,Ring_LL128_cta4,2,1769472,63.22382,63.16641,63.28321,63.195115,63.253515,0.000923702490611907,3
a100,timing,Ring_LL128_cta4,2,1802240,64.04982,63.91234,64.26711,63.98108,64.158465,0.0027694847542117703,3
a100,timing,Ring_LL128_cta4,2,1835008,64.22816,64.16382,64.31791,64.19599,64.273035,0.0011995517231070958,3
a100,timing,Ring_LL128_cta4,2,1867776,66.78405,66.55873,66.79982,66.67139,66.791935,0.0018049968517930973,3
a100,timing,Ring_LL128_cta4,2,1900544,66.80982,66.80832,66.85362,66.80906999999999,66.83172,0.0003390220180208978,3
a100,timing,Ring_LL128_cta4,2,1933312,67.7935,67.61617,67.79624,67.704835,67.79487,0.0013280771755404327,3
a100,timing,Ring_LL128_cta4,2,1966080,67.90606,67.86065,68.0482,67.883355,67.97712999999999,0.0013809518620281273,3
a100,timing,Ring_LL128_cta4,2,1998848,69.11518,68.93252,69.21334,69.02385,69.16426,0.0020315363426674548,3
a100,timing,Ring_LL128_cta4,2,2031616,69.21397,69.06246,69.31405,69.138215,69.26401,0.001817479910486229,3
a100,timing,Ring_LL128_cta4,2,2064384,70.02043,69.97883,70.29072,69.99963,70.155575,0.0022271357088210204,3
a100,timing,Ring_LL128_cta4,2,2097152,70.22822,70.22641,70.35955,70.227315,70.29388499999999,0.0009479095440548612,3
a100,timing,Ring_LL128_cta4,2,2129920,71.97921,71.78592,72.05472,71.882565,72.016965,0.0018672058223478615,3
a100,timing,Ring_LL128_cta4,2,2162688,72.05765,72.0384,72.17124,72.048025,72.11444499999999,0.0009217619503271854,3
a100,timing,Ring_LL128_cta4,2,2195456,73.92776,73.76284,73.98875,73.84530000000001,73.95825500000001,0.0015279104899160946,3
a100,timing,Ring_LL128_cta4,2,2228224,74.20026,74.15599,74.22984,74.178125,74.21504999999999,0.0004976397656827152,3
a100,timing,Ring_LL128_cta4,2,2260992,75.09912,74.85343,75.14458,74.976275,75.12185,0.0019384381601274927,3
a100,timing,Ring_LL128_cta4,2,2293760,75.19067,75.06715,75.23458,75.12890999999999,75.212625,0.001113369517787409,3
a100,timing,Ring_LL128_cta4,2,2326528,76.14363,75.83502,76.21103,75.98932500000001,76.17733,0.002469083756579372,3
a100,timing,Ring_LL128_cta4,2,2359296,76.38971,76.11797,76.42936,76.25384,76.409535,0.002038167182464871,3
a100,timing,Ring_LL128_cta4,2,2392064,77.2619,77.13383,77.40575,77.19786500000001,77.33382499999999,0.0017597289220169707,3
a100,timing,Ring_LL128_cta4,2,2424832,77.34525,77.29354,77.5402,77.31939499999999,77.442725,0.0015945387725815087,3
a100,timing,Ring_LL128_cta4,2,2457600,79.89768,79.6117,80.00616,79.75469,79.95192,0.0024685322527513275,3
a100,timing,Ring_LL128_cta4,2,2490368,80.04347,79.84005,80.12018,79.94176,80.08182500000001,0.0017498616689157402,3
a100,timing,Ring_LL128_cta4,2,2523136,81.20435,80.88537,81.23206,81.04486,81.21820500000001,0.0021346762827362305,3
a100,timing,Ring_LL128_cta4,2,2555904,81.25195,81.07944,81.34137,81.165695,81.29666,0.0016118382389592291,3
a100,timing,Ring_LL128_cta4,2,2588672,82.13751,82.03498,82.29637,82.086245,82.21694,0.0015911731436707623,3
a100,timing,Ring_LL128_cta4,2,2621440,82.36751,82.06313,82.36885,82.21531999999999,82.36818,0.0018558288334806284,3
a100,timing,Ring_LL128_cta4,4,524288,51.03019,50.95113,51.07857,50.99066,51.054379999999995,0.0012486725994944649,3
a100,timing,Ring_LL128_cta4,4,557056,53.14297,53.02292,53.24916,53.082944999999995,53.196065000000004,0.002128597630128862,3
a100,timing,Ring_LL128_cta4,4,589824,53.04478,53.03216,53.25828,53.038470000000004,53.15153,0.0021314067095762725,3
a100,timing,Ring_LL128_cta4,4,622592,60.35215,60.32452,60.49183,60.338335,60.42199,0.0013861146620294431,3
a100,timing,Ring_LL128_cta4,4,655360,60.47299,60.28725,60.47951,60.380120000000005,60.47625,0.0015896353066053978,3
a100,timing,Ring_LL128_cta4,4,688128,61.91888,61.63175,62.12467,61.775315,62.021775000000005,0.003980369153964124,3
a100,timing,Ring_LL128_cta4,4,720896,61.53735,55.94548,61.95254,58.741415,61.744945,0.048808244098909,3
a100,timing,Ring_LL128_cta4,4,753664,56.93427,56.76316,56.93758,56.848715,56.935925,0.0015317663684806867,3
a100,timing,Ring_LL128_cta4,4,786432,56.87025,56.79211,56.96834,56.83118,56.919295,0.001549404126058789,3
a100,timing,Ring_LL128_cta4,4,819200,57.79013,57.54976,57.87327,57.669945,57.8317,0.0027990073737504907,3
a100,timing,Ring_LL128_cta4,4,851968,57.78993,57.60716,58.02206,57.698544999999996,57.905995000000004,0.0035897257532585447,3
a100,timing,Ring_LL128_cta4,4,884736,58.85599,58.5591,58.94055,58.707544999999996,58.89827,0.003240536774591685,3
a100,timing,Ring_LL128_cta4,4,917504,58.77784,58.55379,58.96458,58.665814999999995,58.87121,0.0034944291930428693,3
a100,timing,Ring_LL128_cta4,4,950272,60.02724,59.76232,60.1663,59.89478,60.09677,0.003364972302574666,3
a100,timing,Ring_LL128_cta4,4,983040,60.07303,59.96862,60.1719,60.020825,60.122465000000005,0.0016919406262677823,3
a100,timing,Ring_LL128_cta4,4,1015808,61.6123,61.61218,61.68945,61.61224,61.650875,0.0006270663487647647,3
a100,timing,Ring_LL128_cta4,4,1048576,61.60128,61.53504,61.72119,61.568160000000006,61.661235000000005,0.001510926396334604,3
a100,timing,Ring_LL128_cta4,4,1081344,62.92371,62.88727,63.03875,62.90549,62.98123,0.0012036798211675082,3
a100,timing,Ring_LL128_cta4,4,1114112,62.92294,62.82213,62.92962,62.872535,62.92628,0.000854140000451334,3
a100,timing,Ring_LL128_cta4,4,1146880,64.06734,63.68989,64.1082,63.878614999999996,64.08777,0.003264611891175906,3
a100,timing,Ring_LL128_cta4,4,1179648,63.97417,63.73629,64.11421,63.85523,64.04419,0.002953692091667646,3
a100,timing,Ring_LL128_cta4,4,1212416,69.98034,69.53586,70.02031,69.7581,70.000325,0.0034613292819098166,3
a100,timing,Ring_LL128_cta4,4,1245184,70.09875,69.88065,70.11368,69.9897,70.10621499999999,0.001662155173950928,3
a100,timing,Ring_LL128_cta4,4,1277952,71.86265,71.7267,71.9903,71.794675,71.92647500000001,0.001834054268803232,3
a100,timing,Ring_LL128_cta4,4,1310720,71.9407,71.90464,71.96064,71.92267000000001,71.95067,0.0003892094461131402,3
a100,timing,Ring_LL128_cta4,4,1343488,72.93904,72.83003,72.99013,72.884535,72.964585,0.0010974918233088884,3
a100,timing,Ring_LL128_cta4,4,1376256,72.88652,72.84427,72.91599,72.865395,72.90125499999999,0.0004919976972420325,3
a100,timing,Ring_LL128_cta4,4,1409024,73.88658,73.39952,74.01339,73.64304999999999,73.949985,0.004154137327780092,3
a100,timing,Ring_LL128_cta4,4,1441792,73.83327,73.43609,73.90319,73.63468,73.86823,0.003163208130968518,3
a100,timing,Ring_LL128_cta4,4,1474560,74.93669,74.60233,75.09218,74.76951,75.01443499999999,0.0032684256537084165,3
a100,timing,Ring_LL128_cta4,4,1507328,74.96014,74.54864,74.99308,74.75439,74.97661,0.002964508870981204,3
a100,timing,Ring_LL128_cta4,4,1540096,76.00174,75.7796,76.1407,75.89067,76.07122,0.002375603505919689,3
a100,timing,Ring_LL128_cta4,4,1572864,76.03291,75.96246,76.0929,75.99768499999999,76.062905,0.0008577864506305324,3
a100,timing,Ring_LL128_cta4,4,1605632,77.03983,76.97402,77.05546,77.006925,77.04764499999999,0.0005285577603168803,3
a100,timing,Ring_LL128_cta4,4,1638400,77.03242,76.72282,77.05107,76.87762000000001,77.04174499999999,0.0021305964423808093,3
a100,timing,Ring_LL128_cta4,4,1671168,78.03036,77.69248,78.17122,77.86142000000001,78.10079,0.0030676521292480755,3
a100,timing,Ring_LL128_cta4,4,1703936,78.14306,77.9956,78.19416,78.06933000000001,78.16861,0.0012704903032974796,3
a100,timing,Ring_LL128_cta4,4,1736704,79.27064,79.15553,79.38024,79.213085,79.32544,0.001417359567173846,3
a100,timing,Ring_LL128_cta4,4,1769472,79.19671,78.99721,79.31212,79.09696,79.254415,0.0019881507704044626,3
a100,timing,Ring_LL128_cta4,4,1802240,80.47407,80.12307,80.6011,80.29857,80.537585,0.0029700871348995904,3
a100,timing,Ring_LL128_cta4,4,1835008,80.50663,80.11125,80.63717,80.30894,80.5719,0.003266314836430149,3
a100,timing,Ring_LL128_cta4,4,1867776,86.5635,86.52745,86.81658,86.54547500000001,86.69004000000001,0.0016700456890028712,3
a100,timing,Ring_LL128_cta4,4,1900544,86.83061,86.70008,86.83833,86.765345,86.83447,0.0007960902267069144,3
a100,timing,Ring_LL128_cta4,4,1933312,88.17831,88.13145,88.32199,88.15487999999999,88.25014999999999,0.001080424426369697,3
a100,timing,Ring_LL128_cta4,4,1966080,88.21558,88.04728,88.30796,88.13143,88.26177,0.0014775167833165513,3
a100,timing,Ring_LL128_cta4,4,1998848,89.17725,88.76022,89.29626,88.96873500000001,89.236755,0.003005475051091986,3
a100,timing,Ring_LL128_cta4,4,2031616,89.18247,88.80121,89.30027,88.99184,89.24136999999999,0.0027979713950509887,3
a100,timing,Ring_LL128_cta4,4,2064384,90.06356,89.7279,90.15141,89.89573,90.107485,0.0023511728827951793,3
a100,timing,Ring_LL128_cta4,4,2097152,90.18537,90.05464,90.20943,90.120005,90.1974,0.0008581768861179553,3
a100,timing,Ring_LL128_cta4,4,2129920,91.04105,91.03672,91.17759,91.038885,91.10932,0.0007736619909370922,3
a100,timing,Ring_LL128_cta4,4,2162688,90.99925,90.965,91.09504,90.982125,91.047145,0.0007145113833356217,3
a100,timing,Ring_LL128_cta4,4,2195456,91.92474,91.84189,92.06982,91.88331500000001,91.99728,0.001239764181002777,3
a100,timing,Ring_LL128_cta4,4,2228224,91.98685,91.86444,92.06982,91.925645,92.028335,0.0011163552181642866,3
a100,timing,Ring_LL128_cta4,4,2260992,92.99271,92.94049,93.15551,92.9666,93.07411,0.0011561121296497852,3
a100,timing,Ring_LL128_cta4,4,2293760,93.05932,92.97138,93.14298,93.01535,93.10114999999999,0.0009219925527071538,3
a100,timing,Ring_LL128_cta4,4,2326528,94.15844,94.03502,94.23007,94.09673000000001,94.194255,0.0010357542032343602,3
a100,timing,Ring_LL128_cta4,4,2359296,94.15465,94.08971,94.18629,94.12218,94.17047,0.0005128796081764883,3
a100,timing,Ring_LL128_cta4,4,2392064,95.32901,94.83745,95.50853,95.08323,95.41877,0.003519809971801812,3
a100,timing,Ring_LL128_cta4,4,2424832,95.33092,94.87242,95.46545,95.10167000000001,95.39818500000001,0.003110375940985353,3
a100,timing,Ring_LL128_cta4,4,2457600,101.92744,101.59278,101.92771,101.76011,101.927575,0.0016429824981379604,3
a100,timing,Ring_LL128_cta4,4,2490368,101.81372,101.75769,102.09013,101.78570500000001,101.951925,0.0016325893995425722,3
a100,timing,Ring_LL128_cta4,4,2523136,103.34889,103.24866,103.47861,103.298775,103.41375,0.0011124938061742797,3
a100,timing,Ring_LL128_cta4,4,2555904,103.3739,102.84962,103.44504,103.11176,103.40947,0.0028799339098166464,3
a100,timing,Ring_LL128_cta4,4,2588672,104.14228,103.51841,104.34468,103.830345,104.24348,0.00396702472809325,3
a100,timing,Ring_LL128_cta4,4,2621440,104.24938,104.14862,104.26041,104.199,104.254895,0.0005361662582550294,3
a100,timing,Ring_LL128_cta8,2,524288,33.98293,33.94687,34.10425,33.9649,34.04359,0.002315574319224437,3
a100,timing,Ring_LL128_cta8,2,557056,36.70436,36.66219,36.76399,36.683275,36.734175,0.0013867562327744881,3
a100,timing,Ring_LL128_cta8,2,589824,36.94443,36.77641,37.02981,36.86042,36.98712,0.0034294750250578937,3
a100,timing,Ring_LL128_cta8,2,622592,37.10804,37.03361,37.24784,37.070825,37.17794,0.00288657121206079,3
a100,timing,Ring_LL128_cta8,2,655360,37.61664,37.36935,37.86591,37.49299499999999,37.741275,0.006600270518579233,3
a100,timing,Ring_LL128_cta8,2,688128,38.26589,38.06359,38.28162,38.164739999999995,38.273754999999994,0.002848881863194595,3
a100,timing,Ring_LL128_cta8,2,720896,38.3273,35.36588,38.40627,36.84659,38.366785,0.03966350356012558,3
a100,timing,Ring_LL128_cta8,2,753664,38.42791,35.61937,38.64192,37.02364,38.534915,0.039327535637509244,3
a100,timing,Ring_LL128_cta8,2,786432,36.04039,35.91847,36.10932,35.97943,36.074855,0.0026477238453856563,3
a100,timing,Ring_LL128_cta8,2,819200,36.60468,36.41382,36.63303,36.50925,36.618854999999996,0.0029942892548164564,3
a100,timing,Ring_LL128_cta8,2,851968,36.58214,36.51953,36.6663,36.550835000000006,36.62422,0.002006033545330992,3
a100,timing,Ring_LL128_cta8,2,884736,37.09713,37.04734,37.10025,37.072235,37.098690000000005,0.0007131279427817103,3
a100,timing,Ring_LL128_cta8,2,917504,37.46053,37.29953,37.46654,37.38003,37.463535,0.002229146250733836,3
a100,timing,Ring_LL128_cta8,2,950272,38.2671,38.15518,38.40866,38.21114,38.33788,0.003311983400884783,3
a100,timing,Ring_LL128_cta8,2,983040,38.43942,38.29304,38.4819,38.36623,38.460660000000004,0.002456592737351466,3
a100,timing,Ring_LL128_cta8,2,1015808,38.80592,38.76655,38.85433,38.786235000000005,38.830124999999995,0.0011310130000780922,3
a100,timing,Ring_LL128_cta8,2,1048576,39.2539,39.17515,39.2614,39.214525,39.25765,0.0010986169527103372,3
a100,timing,Ring_LL128_cta8,2,1081344,39.81528,39.79595,39.9402,39.805615,39.87774,0.001811490462957934,3
a100,timing,Ring_LL128_cta8,2,1114112,39.93791,39.92258,40.03689,39.930245,39.9874,0.0014310964194170807,3
a100,timing,Ring_LL128_cta8,2,1146880,40.36001,40.31775,40.48257,40.33888,40.42129,0.0020418726358094525,3
a100,timing,Ring_LL128_cta8,2,1179648,40.8628,40.80449,40.87341,40.833645000000004,40.868105,0.0008433098074531289,3
a100,timing,Ring_LL128_cta8,2,1212416,43.18859,43.00543,43.21152,43.09701,43.200055,0.002385931098931491,3
a100,timing,Ring_LL128_cta8,2,1245184,43.44347,43.37435,43.52622,43.40891,43.484845,0.0017479036550257427,3
a100,timing,Ring_LL128_cta8,2,1277952,43.80566,43.77992,43.85326,43.79279,43.82946,0.0008371064378438966,3
a100,timing,Ring_LL128_cta8,2,1310720,44.30942,44.30723,44.41115,44.308324999999996,44.360285000000005,0.0011726626076353113,3
a100,timing,Ring_LL128_cta8,2,1343488,44.57704,44.37938,44.59519,44.47821,44.586115,0.0024206407603556083,3
a100,timing,Ring_LL128_cta8,2,1376256,44.80119,44.78607,44.91871,44.79363,44.85995,0.0014803178219149422,3
a100,timing,Ring_LL128_cta8,2,1409024,45.28411,45.27261,45.40717,45.27836,45.34564,0.001485730866743407,3
a100,timing,Ring_LL128_cta8,2,1441792,45.78007,45.76054,45.84842,45.770305,45.814245,0.0009598063087277761,3
a100,timing,Ring_LL128_cta8,2,1474560,46.24337,46.22254,46.24966,46.232955000000004,46.246515,0.0002932312242814103,3
a100,timing,Ring_LL128_cta8,2,1507328,46.62649,46.59975,46.70978,46.613119999999995,46.668135,0.001179908674232276,3
a100,timing,Ring_LL128_cta8,2,1540096,47.13299,47.05782,47.33799,47.095405,47.23549,0.002972122074156533,3
a100,timing,Ring_LL128_cta8,2,1572864,47.54968,47.51834,47.69608,47.53401,47.62288,0.0018689925988986677,3
a100,timing,Ring_LL128_cta8,2,1605632,47.85178,47.70569,47.91287,47.778735,47.882324999999994,0.002164809752113651,3
a100,timing,Ring_LL128_cta8,2,1638400,48.31986,48.24083,48.4302,48.280345,48.375029999999995,0.0019595462404071195,3
a100,timing,Ring_LL128_cta8,2,1671168,48.74718,48.65021,48.90531,48.698695,48.826245,0.0026165616144359404,3
a100,timing,Ring_LL128_cta8,2,1703936,49.16149,49.14558,49.19487,49.153535000000005,49.17818,0.0005013070189693697,3
a100,timing,Ring_LL128_cta8,2,1736704,49.5271,49.4705,49.64705,49.4988,49.587075,0.0017823575375904483,3
a100,timing,Ring_LL128_cta8,2,1769472,49.98608,49.98196,50.18298,49.98402,50.08453,0.002010759795527072,3
a100,timing,Ring_LL128_cta8,2,1802240,50.42262,50.40229,50.54598,50.412455,50.484300000000005,0.0014248565425597334,3
a100,timing,Ring_LL128_cta8,2,1835008,50.72029,50.69476,50.87982,50.707525000000004,50.800055,0.0018243192221494879,3
a100,timing,Ring_LL128_cta8,2,1867776,53.02573,52.98287,53.16442,53.0043,53.095075,0.0017119047677420134,3
a100,timing,Ring_LL128_cta8,2,1900544,53.57982,53.45365,53.70156,53.516735,53.64069,0.0023134642856210094,3
a100,timing,Ring_LL128_cta8,2,1933312,53.83079,53.81688,53.99543,53.823835,53.91311,0.0016584374853127859,3
a100,timing,Ring_LL128_cta8,2,1966080,54.23408,54.23156,54.3451,54.232820000000004,54.289590000000004,0.0010467587907824786,3
a100,timing,Ring_LL128_cta8,2,1998848,55.01548,54.94333,55.1717,54.979405,55.09359,0.002075506748282467,3
a100,timing,Ring_LL128_cta8,2,2031616,55.46124,55.40613,55.57046,55.433685,55.51585,0.0014814850876035837,3
a100,timing,Ring_LL128_cta8,2,2064384,55.76871,55.73979,55.99358,55.75425,55.881145000000004,0.0022753798680300234,3
a100,timing,Ring_LL128_cta8,2,2097152,56.07923,55.95938,56.22213,56.019305,56.15068,0.0023426676864143543,3
a100,timing,Ring_LL128_cta8,2,2129920,56.70173,56.68711,56.92667,56.694419999999994,56.8142,0.0021124575916820487,3
a100,timing,Ring_LL128_cta8,2,2162688,57.16623,57.1105,57.37495,57.138365,57.27059,0.0023129914286808533,3
a100,timing,Ring_LL128_cta8,2,2195456,57.5091,57.42642,57.69166,57.46776,57.60038,0.0023060698219934386,3
a100,timing,Ring_LL128_cta8,2,2228224,57.70967,57.68513,57.97039,57.6974,57.84003,0.0024715095407753488,3
a100,timing,Ring_LL128_cta8,2,2260992,58.56203,58.49518,58.75921,58.528605,58.66062,0.0022542763630291275,3
a100,timing,Ring_LL128_cta8,2,2293760,58.91249,58.88725,59.09976,58.89987,59.006125,0.0018036073504955796,3
a100,timing,Ring_LL128_cta8,2,2326528,59.24324,59.1822,59.33964,59.212720000000004,59.29144,0.0013287591968298327,3
a100,timing,Ring_LL128_cta8,2,2359296,59.42248,59.3382,59.62018,59.380340000000004,59.52133,0.0023726710834013503,3
a100,timing,Ring_LL128_cta8,2,2392064,61.95004,61.92861,62.07442,61.939325,62.01223,0.001176835398330748,3
a100,timing,Ring_LL128_cta8,2,2424832,62.32727,62.27809,62.42048,62.302679999999995,62.373875,0.0011422768877892937,3
a100,timing,Ring_LL128_cta8,2,2457600,62.50804,62.5011,62.54762,62.50457,62.52783,0.00037211213149541245,3
a100,timing,Ring_LL128_cta8,2,2490368,62.83647,62.75791,62.87875,62.79719,62.857609999999994,0.0009615435112760708,3
a100,timing,Ring_LL128_cta8,2,2523136,64.008,64.00763,64.25561,64.007815,64.131805,0.0019371016122985607,3
a100,timing,Ring_LL128_cta8,2,2555904,64.30589,64.23396,64.53445,64.269925,64.42017000000001,0.0023364111747774955,3
a100,timing,Ring_LL128_cta8,2,2588672,64.51741,64.41759,64.70418,64.4675,64.610795,0.002221028401481009,3
a100,timing,Ring_LL128_cta8,2,2621440,64.58572,64.48645,64.89654,64.536085,64.74113,0.0031747729993564892,3
a100,timing,Ring_LL128_cta8,4,524288,42.10862,41.91631,42.13384,42.012465000000006,42.12123,0.0025829628232887022,3
a100,timing,Ring_LL128_cta8,4,557056,43.68031,43.63945,43.82009,43.65988,43.7502,0.002067750892793536,3
a100,timing,Ring_LL128_cta8,4,589824,43.75637,43.64518,43.8308,43.700775,43.793585,0.0021210626018565997,3
a100,timing,Ring_LL128_cta8,4,622592,43.77382,43.60867,43.90585,43.691244999999995,43.839835,0.0033944947002570434,3
a100,timing,Ring_LL128_cta8,4,655360,44.21767,44.04092,44.27326,44.129295,44.245464999999996,0.002627230245284222,3
a100,timing,Ring_LL128_cta8,4,688128,46.07796,46.01041,46.08325,46.044185,46.080605,0.000790399574981177,3
a100,timing,Ring_LL128_cta8,4,720896,45.92404,41.71715,46.14937,43.820595,46.036705,0.048255989673382405,3
a100,timing,Ring_LL128_cta8,4,753664,42.97335,41.65734,45.58689,42.315345,44.28012,0.045720778110154216,3
a100,timing,Ring_LL128_cta8,4,786432,41.95469,41.83506,41.99598,41.894875,41.975335,0.0019177832085042743,3
a100,timing,Ring_LL128_cta8,4,819200,43.77071,43.5188,43.81147,43.644755,43.79109,0.003343217416395426,3
a100,timing,Ring_LL128_cta8,4,851968,43.7759,43.58042,43.87762,43.67816,43.82676,0.0033945618479574798,3
a100,timing,Ring_LL128_cta8,4,884736,43.73093,43.57693,43.79834,43.65393,43.764635,0.002531503446187763,3
a100,timing,Ring_LL128_cta8,4,917504,44.05385,43.92799,44.16596,43.99092,44.109905,0.0027008990133664825,3
a100,timing,Ring_LL128_cta8,4,950272,46.24538,46.11201,46.28273,46.178695,46.264055,0.0018458060026753254,3
