operation,ranks,operation_buffer_bytes,median_us,minimum_us,maximum_us,p05_us_nearest_rank,p95_us_nearest_rank,job_id,nodelist,freeze_commit,harness_commit,gpu,cuda_module,nccl_version,network_classes,gdr_states,source_sha256,binary_sha256,nccl_sha256
all_gather,4,8192,74.752003,47.1040010452,86.0159993172,48.1280013919,84.9919989705,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,32768,70.656002,45.0560003519,92.1600013971,45.0560003519,92.1600013971,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,65536,77.823997,46.0800006986,91.1360010505,47.1040010452,91.1360010505,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,131072,77.823997,46.0800006986,91.1360010505,49.1520017385,90.1120007038,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,196608,69.632001,46.0800006986,89.0880003572,47.1040010452,82.9439982772,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,262144,71.680002,46.0800006986,99.3279963732,47.1040010452,82.9439982772,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,393216,71.680002,47.1040010452,93.1840017438,51.1999987066,91.1360010505,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,524288,77.823997,50.1759983599,105.471998453,51.1999987066,102.399997413,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,655360,74.752003,55.2960000932,96.2560027838,56.3200004399,94.2080020905,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,786432,73.728003,51.1999987066,95.2320024371,51.1999987066,89.0880003572,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,917504,75.776003,53.2479993999,92.1600013971,53.2479993999,91.1360010505,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,1048576,78.847997,55.2960000932,95.2320024371,55.2960000932,93.1840017438,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,1179648,78.847997,55.2960000932,96.2560027838,57.3440007865,93.1840017438,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,1310720,79.871997,56.3200004399,89.0880003572,57.3440007865,87.0399996638,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,1572864,83.967999,60.4160018265,5452.79979706,61.4399984479,108.543999493,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,2097152,107.519999,83.9679986238,143003.646851,83.9679986238,142.335996032,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,3145728,107.519999,83.9679986238,111.616000533,84.9919989705,111.616000533,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,4194304,114.688002,90.1120007038,156.672000885,90.1120007038,138.239994645,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,8388608,129.023999,105.471998453,135.168001056,105.471998453,131.071999669,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,16777216,173.056006,149.504005909,215.039998293,150.527998805,214.016005397,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,33554432,233.472005,209.92000401,240.639999509,210.943996906,240.639999509,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,4,67108864,371.711999,355.327993631,385.024011135,356.352001429,384.000003338,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,512,65.536,39.9359986186,300.031989813,40.9599989653,91.1360010505,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,2048,64.511999,39.9359986186,72.7040022612,39.9359986186,66.5600001812,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,8192,64.511999,40.9599989653,68.6080008745,40.9599989653,66.5600001812,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,32768,67.584001,41.9839993119,72.7040022612,43.0079996586,68.6080008745,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,65536,67.584001,43.0079996586,71.6800019145,43.0079996586,68.6080008745,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,131072,67.584001,43.0079996586,74.7520029545,44.0320000052,71.6800019145,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,196608,67.584001,43.0079996586,74.7520029545,43.0079996586,72.7040022612,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,262144,68.608001,46.0800006986,91.1360010505,46.0800006986,86.0159993172,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,393216,68.608001,44.0320000052,83.9679986238,45.0560003519,79.8719972372,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,524288,71.680002,46.0800006986,84.9919989705,49.1520017385,83.9679986238,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,655360,71.680002,47.1040010452,86.0159993172,48.1280013919,84.9919989705,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,786432,72.704002,49.1520017385,88.0640000105,49.1520017385,87.0399996638,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,917504,74.752003,51.1999987066,91.1360010505,51.1999987066,89.0880003572,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,1048576,75.776003,51.1999987066,98.3040034771,51.1999987066,89.0880003572,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,1179648,75.776003,52.2239990532,98.3040034771,53.2479993999,92.1600013971,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,1310720,78.847997,55.2960000932,94.2080020905,56.3200004399,93.1840017438,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,1572864,79.871997,56.3200004399,96.2560027838,57.3440007865,93.1840017438,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,2097152,100.351997,76.8000036478,118.78400296,76.8000036478,114.688001573,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,3145728,102.399997,78.8479968905,122.879996896,78.8479968905,121.855996549,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,4194304,109.568,84.9919989705,129.023998976,86.0159993172,128.00000608,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,8388608,120.832004,95.2320024371,159.743994474,95.2320024371,143.360003829,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,16777216,161.791995,138.239994645,174.079999328,139.264002442,174.079999328,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,33554432,223.232001,198.655992746,252.927988768,199.680000544,241.664007306,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
reduce_scatter,4,67108864,354.303986,329.728007317,358.399987221,330.751985312,357.376009226,202444,gpu105,3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,1,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,6a3edcdd0f9c109b51c96b4be8def76d0b984e7f95251223e8509ff9dff8f9ea,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,8,512,91.136001,77.8239965439,178.176000714,78.8479968905,117.760002613,202443,"gpu[102,105]",3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,0,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,c7dcd9e17a661804a6c722239070e2b41edd9dc5355188b7b178cc050ef6a1cb,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,8,2048,100.351997,88.0640000105,2309.1199398,90.1120007038,1333.24801922,202443,"gpu[102,105]",3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,0,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,c7dcd9e17a661804a6c722239070e2b41edd9dc5355188b7b178cc050ef6a1cb,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,8,8192,110.592,97.2800031304,144.383996725,102.399997413,141.312003136,202443,"gpu[102,105]",3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,0,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,c7dcd9e17a661804a6c722239070e2b41edd9dc5355188b7b178cc050ef6a1cb,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
all_gather,8,32768,138.239995,122.879996896,172.031998634,130.048006773,164.864003658,202443,"gpu[102,105]",3f0aa24ea16573e3fc2ca030d541009cf308d12f,dc211d81d86a422d6f79aa41cbb52c30038797e3,NVIDIA A100-SXM4-80GB,cuda/12.2.2,23102,Socket,0,84c39ea204f0739363dcefb5be4068870499c3fb33eb0838df4ee2b5258495fe,c7dcd9e17a661804a6c722239070e2b41edd9dc5355188b7b178cc050ef6a1cb,dba12e429fe11268b895d0531ba96a7f679f35227d5b1ec77c5febbcd02281bd
