architecture,lane,width,bytes,warm,timed,persistent,rotate,median_us,q1_us,q3_us
gh200,event,2,524288,5,20,0,0,16.3552001119,16.2384003401,16.3936004043
gh200,event,2,524288,5,20,0,1,17.7231997252,17.537599802,17.7248001099
gh200,event,2,524288,5,20,1,0,16.3663998246,16.3392007351,16.5135994554
gh200,event,2,524288,5,20,1,1,17.8159996867,17.6512002945,17.8432002664
gh200,event,2,524288,5,100,0,0,16.3740801811,16.3680005074,16.3923203945
gh200,event,2,524288,5,100,0,1,17.8819203377,17.8726398945,17.895359993
gh200,event,2,524288,5,100,1,0,16.1507201195,16.1056005955,16.2831997871
gh200,event,2,524288,5,100,1,1,17.9689598083,17.9519999027,17.9964804649
gh200,event,2,524288,20,20,0,0,16.5007993579,16.1791995168,16.536000371
gh200,event,2,524288,20,20,0,1,16.4864003658,16.3663998246,16.4976000786
gh200,event,2,524288,20,20,1,0,16.6079998016,16.5488004684,16.6191995144
gh200,event,2,524288,20,20,1,1,16.4783999324,16.4719998837,16.5375992656
gh200,event,2,524288,20,100,0,0,16.3430404663,16.1852800846,16.3670396805
gh200,event,2,524288,20,100,0,1,17.5743997097,17.447040081,17.6198399067
gh200,event,2,524288,20,100,1,0,16.2249600887,16.1868798733,16.2627196312
gh200,event,2,524288,20,100,1,1,17.6662397385,17.6454401016,17.6991999149
gh200,event,2,786432,5,20,0,0,21.6879993677,21.6544002295,21.7968001962
gh200,event,2,786432,5,20,0,1,23.2160001993,23.1664001942,23.252800107
gh200,event,2,786432,5,20,1,0,21.9024002552,21.772800386,21.9952002168
gh200,event,2,786432,5,20,1,1,23.1792002916,23.1711998582,23.2096001506
gh200,event,2,786432,5,100,0,0,21.7212796211,21.7081594467,21.7651200294
gh200,event,2,786432,5,100,0,1,24.9468803406,24.92415905,25.0137591362
gh200,event,2,786432,5,100,1,0,21.5372800827,21.4339208603,21.5420794487
gh200,event,2,786432,5,100,1,1,24.9971199036,24.9865603447,25.0803208351
gh200,event,2,786432,20,20,0,0,21.7583999038,21.7040002346,21.9679996371
gh200,event,2,786432,20,20,0,1,22.0127999783,22.0032006502,22.2847998142
gh200,event,2,786432,20,20,1,0,22.0175996423,21.9088003039,22.1039995551
gh200,event,2,786432,20,20,1,1,22.2576007247,22.1088007092,22.3535999656
gh200,event,2,786432,20,100,0,0,21.5996789932,21.5865588188,21.6729593277
gh200,event,2,786432,20,100,0,1,24.4176006317,24.365439415,24.4841599464
gh200,event,2,786432,20,100,1,0,21.550719738,21.5475201607,21.6326403618
gh200,event,2,786432,20,100,1,1,24.5391988754,24.5324802399,24.6009588242
gh200,event,2,1048576,5,20,0,0,29.5599997044,29.5168012381,29.5711994171
gh200,event,2,1048576,5,20,0,1,29.8159986734,29.8047989607,29.8783987761
gh200,event,2,1048576,5,20,1,0,29.5792013407,29.5120000839,29.6032011509
gh200,event,2,1048576,5,20,1,1,29.8400014639,29.7360002995,29.8575997353
gh200,event,2,1048576,5,100,0,0,29.3414402008,29.2912006378,29.4438409805
gh200,event,2,1048576,5,100,0,1,29.9929594994,29.9257588387,30.0470399857
gh200,event,2,1048576,5,100,1,0,29.3363189697,29.2639994621,29.355199337
gh200,event,2,1048576,5,100,1,1,30.1904010773,30.1263999939,30.2505588531
gh200,event,2,1048576,20,20,0,0,29.3920010328,29.3359994888,29.4687986374
gh200,event,2,1048576,20,20,0,1,29.9872010946,29.9535989761,30.0336003304
gh200,event,2,1048576,20,20,1,0,29.6400010586,29.5935988426,29.6736001968
gh200,event,2,1048576,20,20,1,1,29.9712002277,29.7295987606,30.1488012075
gh200,event,2,1048576,20,100,0,0,29.3174409866,29.3129611015,29.4752001762
gh200,event,2,1048576,20,100,0,1,29.9366402626,29.789121151,29.9936008453
gh200,event,2,1048576,20,100,1,0,29.3887996674,29.3878388405,29.4409608841
gh200,event,2,1048576,20,100,1,1,29.9753594398,29.9731206894,30.0393605232
gh200,event,2,1310720,5,20,0,0,31.6000014544,31.5968006849,31.6271990538
gh200,event,2,1310720,5,20,0,1,32.2943985462,32.1471989155,32.3152005672
gh200,event,2,1310720,5,20,1,0,31.7600011826,31.742399931,31.817600131
gh200,event,2,1310720,5,20,1,1,32.1759998798,32.1072012186,32.2304010391
gh200,event,2,1310720,5,100,0,0,31.5743994713,31.5708804131,31.6268801689
gh200,event,2,1310720,5,100,0,1,32.4617600441,32.4451208115,32.598400116
gh200,event,2,1310720,5,100,1,0,31.5635204315,31.5468788147,31.6032004356
gh200,event,2,1310720,5,100,1,1,32.6835203171,32.6115202904,32.7110409737
gh200,event,2,1310720,20,20,0,0,31.7535996437,31.6895991564,31.7712008953
gh200,event,2,1310720,20,20,0,1,32.7872008085,32.7616006136,32.8128010035
gh200,event,2,1310720,20,20,1,0,31.9312006235,31.8944007158,32.0320010185
gh200,event,2,1310720,20,20,1,1,32.7888011932,32.6256006956,32.9840004444
gh200,event,2,1310720,20,100,0,0,31.5887999535,31.5462398529,31.6390395164
gh200,event,2,1310720,20,100,0,1,32.5369596481,32.4556803703,32.6332807541
gh200,event,2,1310720,20,100,1,0,31.5148806572,31.4918398857,31.5939211845
gh200,event,2,1310720,20,100,1,1,32.5465607643,32.5040006638,32.547519207
gh200,event,2,1572864,5,20,0,0,33.6751997471,33.590400219,33.881598711
gh200,event,2,1572864,5,20,0,1,34.5647990704,34.4720005989,34.5952004194
gh200,event,2,1572864,5,20,1,0,33.8256001472,33.8160008192,33.881598711
gh200,event,2,1572864,5,20,1,1,34.7119987011,34.6799999475,34.7615987062
gh200,event,2,1572864,5,100,0,0,33.6115193367,33.5881590843,33.731200695
gh200,event,2,1572864,5,100,0,1,34.5814394951,34.5788788795,34.7014403343
gh200,event,2,1572864,5,100,1,0,33.5084795952,33.4726405144,33.5084795952
gh200,event,2,1572864,5,100,1,1,34.8124790192,34.6854400635,34.8243188858
gh200,event,2,1572864,20,20,0,0,33.8223993778,33.7247997522,33.9008003473
gh200,event,2,1572864,20,20,0,1,34.7647994757,34.737598896,34.8048001528
gh200,event,2,1572864,20,20,1,0,33.8880002499,33.8111996651,33.9152008295
gh200,event,2,1572864,20,20,1,1,34.894400835,34.6816003323,34.9375993013
gh200,event,2,1572864,20,100,0,0,33.5804796219,33.4611201286,33.5843205452
gh200,event,2,1572864,20,100,0,1,34.5798397064,34.5632004738,34.7472000122
gh200,event,2,1572864,20,100,1,0,33.5708808899,33.565120697,33.6230397224
gh200,event,2,1572864,20,100,1,1,34.6028804779,34.582400322,34.6192002296
gh200,event,2,2097152,5,20,0,0,37.9296004772,37.8735989332,37.9759997129
gh200,event,2,2097152,5,20,0,1,38.9631986618,38.907200098,39.0671998262
gh200,event,2,2097152,5,20,1,0,38.0032002926,37.9920005798,38.0879998207
gh200,event,2,2097152,5,20,1,1,39.0096008778,38.9807999134,39.0928000212
gh200,event,2,2097152,5,100,0,0,37.8028798103,37.7168011665,37.9043197632
gh200,event,2,2097152,5,100,0,1,39.1785597801,39.169280529,39.2169594765
gh200,event,2,2097152,5,100,1,0,37.7161598206,37.6876807213,37.8582406044
gh200,event,2,2097152,5,100,1,1,39.3129611015,39.2614388466,39.3289589882
gh200,event,2,2097152,20,20,0,0,37.8928005695,37.8672003746,37.8975987434
gh200,event,2,2097152,20,20,0,1,39.1631990671,39.1535997391,39.235201478
gh200,event,2,2097152,20,20,1,0,37.8912001848,37.8560006618,38.041600585
gh200,event,2,2097152,20,20,1,1,39.1728013754,39.0736013651,39.1759991646
gh200,event,2,2097152,20,100,0,0,37.6284790039,37.5891208649,37.6550388336
gh200,event,2,2097152,20,100,0,1,38.9932799339,38.8249611855,39.032959938
gh200,event,2,2097152,20,100,1,0,37.639040947,37.5900793076,37.7343988419
gh200,event,2,2097152,20,100,1,1,39.0307211876,38.9840006828,39.1164803505
gh200,event,2,3145728,5,20,0,0,47.6752012968,47.5872009993,47.7232009172
gh200,event,2,3145728,5,20,0,1,48.8319993019,48.5823988914,48.9183992147
gh200,event,2,3145728,5,20,1,0,47.6368010044,47.5264012814,47.6512014866
gh200,event,2,3145728,5,20,1,1,48.8287985325,48.7904012203,48.8736003637
gh200,event,2,3145728,5,100,0,0,47.487039566,47.4032020569,47.5040006638
gh200,event,2,3145728,5,100,0,1,48.8883209229,48.7856006622,49.0233612061
gh200,event,2,3145728,5,100,1,0,47.5049591064,47.4384021759,47.5369596481
gh200,event,2,3145728,5,100,1,1,48.9792013168,48.8505601883,49.1152000427
gh200,event,2,3145728,20,20,0,0,47.6815998554,47.5151985884,47.7535992861
gh200,event,2,3145728,20,20,0,1,49.1120010614,48.9183992147,49.1856008768
gh200,event,2,3145728,20,20,1,0,47.814399004,47.7935999632,47.8511989117
gh200,event,2,3145728,20,20,1,1,49.1120010614,49.04319942,49.1696000099
gh200,event,2,3145728,20,100,0,0,47.4300813675,47.3955202103,47.4675178528
gh200,event,2,3145728,20,100,0,1,48.8032007217,48.787522316,48.9455986023
gh200,event,2,3145728,20,100,1,0,47.4448013306,47.4064016342,47.472319603
gh200,event,2,3145728,20,100,1,1,48.9462423325,48.8851213455,49.0447998047
gh200,event,2,4194304,5,20,0,0,56.9504022598,56.831997633,57.080000639
gh200,event,2,4194304,5,20,0,1,58.5583984852,58.2415997982,58.5919976234
gh200,event,2,4194304,5,20,1,0,56.8304002285,56.7791998386,56.8400025368
gh200,event,2,4194304,5,20,1,1,58.4847986698,58.3616018295,58.5344016552
gh200,event,2,4194304,5,100,0,0,56.6767978668,56.6364812851,56.706237793
gh200,event,2,4194304,5,100,0,1,58.1721591949,58.1455993652,58.4566402435
gh200,event,2,4194304,5,100,1,0,56.6134405136,56.525759697,56.6796779633
gh200,event,2,4194304,5,100,1,1,58.4259176254,58.4163188934,58.5308790207
gh200,event,2,4194304,20,20,0,0,56.761598587,56.6847980022,56.8400025368
gh200,event,2,4194304,20,20,0,1,58.3599984646,58.2256019115,58.4720015526
gh200,event,2,4194304,20,20,1,0,56.9872021675,56.7344009876,57.0576012135
gh200,event,2,4194304,20,20,1,1,58.3104014397,58.3039999008,58.3248019218
gh200,event,2,4194304,20,100,0,0,56.525759697,56.4832019806,56.556801796
gh200,event,2,4194304,20,100,0,1,58.1343984604,58.1311988831,58.3097600937
gh200,event,2,4194304,20,100,1,0,56.7100811005,56.5014410019,56.7231988907
gh200,event,2,4194304,20,100,1,1,58.2310390472,58.2111978531,58.4678411484
gh200,event,4,8,5,20,0,0,8.47359970212,8.44319984317,8.73600021005
gh200,event,4,8,5,20,0,1,8.60479995608,8.53279978037,8.62239971757
gh200,event,4,8,5,20,1,0,8.20799991488,8.1904001534,8.24960023165
gh200,event,4,8,5,20,1,1,8.32000002265,8.31520035863,8.58879983425
gh200,event,4,8,5,100,0,0,7.93312013149,7.93183982372,8.05599987507
gh200,event,4,8,5,100,0,1,8.16479980946,8.12672019005,8.19040000439
gh200,event,4,8,5,100,1,0,7.91231989861,7.90431976318,7.93215990067
gh200,event,4,8,5,100,1,1,8.14880013466,8.13311994076,8.24512004852
gh200,event,4,8,20,20,0,0,8.18720012903,8.0431997776,8.2415997982
gh200,event,4,8,20,20,0,1,8.3407998085,8.32960009575,8.37119966745
gh200,event,4,8,20,20,1,0,8.09599980712,8.07679966092,8.39679986238
gh200,event,4,8,20,20,1,1,8.23519974947,8.04480016232,8.25920030475
gh200,event,4,8,20,100,0,0,7.90463984013,7.85888016224,8.03936004639
gh200,event,4,8,20,100,0,1,7.9779201746,7.93824017048,8.05184006691
gh200,event,4,8,20,100,1,0,7.89632022381,7.69504010677,7.93983995914
gh200,event,4,8,20,100,1,1,7.94495999813,7.91647970676,8.04960012436
gh200,event,4,1024,5,20,0,0,9.48000028729,9.36480015516,9.9279999733
gh200,event,4,1024,5,20,0,1,10.1792000234,10.0992001593,10.3263996542
gh200,event,4,1024,5,20,1,0,9.2431999743,9.17119979858,9.24639999866
gh200,event,4,1024,5,20,1,1,9.79200005531,9.73279997706,10.0688003004
gh200,event,4,1024,5,100,0,0,8.99583995342,8.98111999035,9.07775998116
gh200,event,4,1024,5,100,0,1,9.90208029747,9.87039983273,9.93279993534
gh200,event,4,1024,5,100,1,0,9.07199978828,8.96928012371,9.09919977188
gh200,event,4,1024,5,100,1,1,9.87904012203,9.80383992195,9.88799989223
gh200,event,4,1024,20,20,0,0,9.14879962802,9.12960022688,9.28639993072
gh200,event,4,1024,20,20,0,1,9.10400003195,8.97279977798,9.10879969597
gh200,event,4,1024,20,20,1,0,9.18079987168,9.0351998806,9.20960009098
gh200,event,4,1024,20,20,1,1,9.1728001833,9.10239964724,9.31200012565
gh200,event,4,1024,20,100,0,0,9.05055999756,8.88671994209,9.093760252
gh200,event,4,1024,20,100,0,1,9.60192024708,9.58912014961,9.74847972393
gh200,event,4,1024,20,100,1,0,8.96831989288,8.9587199688,9.00672018528
gh200,event,4,1024,20,100,1,1,9.64511990547,9.63711977005,9.71903979778
gh200,event,4,524288,5,20,0,0,14.0128001571,13.9392003417,14.0704005957
gh200,event,4,524288,5,20,0,1,15.3600007296,15.0560006499,15.4287993908
gh200,event,4,524288,5,20,1,0,14.0400007367,13.9967992902,14.078399539
gh200,event,4,524288,5,20,1,1,15.3487995267,15.2912005782,15.5456006527
gh200,event,4,524288,5,100,0,0,13.6700797081,13.6470401287,13.7340795994
gh200,event,4,524288,5,100,0,1,15.4771196842,15.4473602772,15.4950404167
gh200,event,4,524288,5,100,1,0,13.6847996712,13.6486399174,13.7062394619
gh200,event,4,524288,5,100,1,1,15.4182398319,15.4159998894,15.4191994667
gh200,event,4,524288,20,20,0,0,13.9359995723,13.8479992747,13.9871999621
gh200,event,4,524288,20,20,0,1,14.0512004495,13.792000711,14.0992000699
gh200,event,4,524288,20,20,1,0,14.0496000648,13.9456003904,14.0719994903
gh200,event,4,524288,20,20,1,1,13.9408007264,13.9295995235,13.9679998159
gh200,event,4,524288,20,100,0,0,13.6182403564,13.6025595665,13.6368000507
gh200,event,4,524288,20,100,0,1,15.0339198112,14.9984002113,15.1027202606
gh200,event,4,524288,20,100,1,0,13.6121594906,13.5609602928,13.6486399174
gh200,event,4,524288,20,100,1,1,15.1276803017,15.0812804699,15.1295995712
gh200,event,4,786432,5,20,0,0,14.6751999855,14.6191999316,14.7423997521
gh200,event,4,786432,5,20,0,1,15.4016003013,15.3375998139,15.4272004962
gh200,event,4,786432,5,20,1,0,14.7376000881,14.7167995572,14.8368000984
gh200,event,4,786432,5,20,1,1,15.3600007296,15.3200000525,15.377600491
gh200,event,4,786432,5,100,0,0,14.395840168,14.3382394314,14.4288003445
gh200,event,4,786432,5,100,0,1,16.1318397522,16.0303997993,16.1462402344
gh200,event,4,786432,5,100,1,0,14.3196797371,14.25984025,14.3820798397
gh200,event,4,786432,5,100,1,1,16.0511994362,16.0108804703,16.1264002323
gh200,event,4,786432,20,20,0,0,14.6768003702,14.4800007343,14.7440001369
gh200,event,4,786432,20,20,0,1,14.9136006832,14.7407993674,14.9167999625
gh200,event,4,786432,20,20,1,0,14.7312000394,14.7295996547,14.7343993187
gh200,event,4,786432,20,20,1,1,14.8256003857,14.7471994162,14.8671999574
gh200,event,4,786432,20,100,0,0,14.340480566,14.2579197884,14.370880127
gh200,event,4,786432,20,100,0,1,15.7772803307,15.7439994812,15.7875204086
gh200,event,4,786432,20,100,1,0,14.275200367,14.270080328,14.2953598499
gh200,event,4,786432,20,100,1,1,15.7142400742,15.7132804394,15.7609605789
gh200,event,4,1048576,5,20,0,0,17.0735999942,16.9743999839,17.0975998044
gh200,event,4,1048576,5,20,0,1,18.2815998793,18.2416006923,18.5504004359
gh200,event,4,1048576,5,20,1,0,17.1279996634,17.0767992735,17.2015994787
gh200,event,4,1048576,5,20,1,1,18.3216005564,18.2656005025,18.4512004256
gh200,event,4,1048576,5,100,0,0,16.7478394508,16.7318403721,16.7686402798
gh200,event,4,1048576,5,100,0,1,19.3987202644,19.3631994724,19.4396805763
gh200,event,4,1048576,5,100,1,0,16.757440567,16.671680212,16.7664003372
gh200,event,4,1048576,5,100,1,1,19.3971204758,19.3948805332,19.4051194191
gh200,event,4,1048576,20,20,0,0,17.2527998686,17.0512005687,17.331199348
gh200,event,4,1048576,20,20,0,1,18.9615994692,18.8544005156,19.0671995282
gh200,event,4,1048576,20,20,1,0,17.1391993761,17.0959994197,17.3679992557
gh200,event,4,1048576,20,20,1,1,19.2831993103,19.2783996463,19.3599998951
gh200,event,4,1048576,20,100,0,0,16.7155194283,16.6607999802,16.7183995247
gh200,event,4,1048576,20,100,0,1,19.3436801434,19.335039854,19.365439415
gh200,event,4,1048576,20,100,1,0,16.7296004295,16.6268801689,16.757119894
gh200,event,4,1048576,20,100,1,1,19.3715202808,19.3299198151,19.471039772
gh200,event,4,1310720,5,20,0,0,20.0415998697,19.6704000235,20.136000216
gh200,event,4,1310720,5,20,0,1,22.0208004117,21.9328001142,22.1824005246
gh200,event,4,1310720,5,20,1,0,19.9504002929,19.7071999311,19.9632003903
gh200,event,4,1310720,5,20,1,1,21.9487994909,21.9200000167,21.9760000706
gh200,event,4,1310720,5,100,0,0,19.4687998295,19.4319999218,19.5932805538
gh200,event,4,1310720,5,100,0,1,22.6774406433,22.6601600647,22.6880002022
gh200,event,4,1310720,5,100,1,0,19.3292796612,19.2892801762,19.370559454
gh200,event,4,1310720,5,100,1,1,22.6684808731,22.6403188705,22.6745605469
gh200,event,4,1310720,20,20,0,0,19.7344005108,19.6464002132,19.8431998491
gh200,event,4,1310720,20,20,0,1,23.0384007096,22.9824006557,23.116800189
gh200,event,4,1310720,20,20,1,0,19.894400239,19.8528006673,19.9200004339
gh200,event,4,1310720,20,20,1,1,23.1775999069,23.0800002813,23.2143998146
gh200,event,4,1310720,20,100,0,0,19.240000248,19.240000248,19.3436801434
gh200,event,4,1310720,20,100,0,1,22.7673602104,22.6998400688,22.784318924
gh200,event,4,1310720,20,100,1,0,19.3136000633,19.2182397842,19.3382394314
gh200,event,4,1310720,20,100,1,1,22.8070402145,22.714240551,22.8163194656
gh200,event,4,1572864,5,20,0,0,20.659199357,20.5712005496,20.7392007113
gh200,event,4,1572864,5,20,0,1,23.1600001454,23.0496004224,23.3999997377
gh200,event,4,1572864,5,20,1,0,20.7151994109,20.7103997469,20.7471996546
gh200,event,4,1572864,5,20,1,1,23.1792002916,23.1792002916,23.1999993324
gh200,event,4,1572864,5,100,0,0,20.2351999283,20.2137589455,20.2403211594
gh200,event,4,1572864,5,100,0,1,23.5833597183,23.5728001595,23.6287999153
gh200,event,4,1572864,5,100,1,0,20.2809596062,20.1705598831,20.4521608353
gh200,event,4,1572864,5,100,1,1,23.489279747,23.4860801697,23.5276794434
gh200,event,4,1572864,20,20,0,0,20.4319998622,20.4288005829,20.649600029
gh200,event,4,1572864,20,20,0,1,23.9823997021,23.7823992968,24.2239996791
gh200,event,4,1572864,20,20,1,0,20.7519993186,20.6560000777,20.780800283
gh200,event,4,1572864,20,20,1,1,23.8608002663,23.801599443,23.9375993609
gh200,event,4,1572864,20,100,0,0,20.1635193825,20.1529598236,20.2975988388
gh200,event,4,1572864,20,100,0,1,23.5545611382,23.529279232,23.6319994926
gh200,event,4,1572864,20,100,1,0,20.1408004761,20.0889611244,20.141119957
gh200,event,4,1572864,20,100,1,1,23.5888004303,23.5769605637,23.6006402969
gh200,event,4,2097152,5,20,0,0,26.6175985336,26.3583987951,27.0559996367
gh200,event,4,2097152,5,20,0,1,29.5792013407,29.4975996017,29.5807987452
gh200,event,4,2097152,5,20,1,0,26.1967986822,26.0879993439,26.2672007084
gh200,event,4,2097152,5,20,1,1,29.6144008636,29.5951992273,29.7535985708
gh200,event,4,2097152,5,100,0,0,25.8614397049,25.8281588554,26.042239666
gh200,event,4,2097152,5,100,0,1,30.2300810814,30.1750397682,30.2585601807
gh200,event,4,2097152,5,100,1,0,25.7203197479,25.7043194771,25.8019208908
gh200,event,4,2097152,5,100,1,1,30.3008008003,30.1167988777,30.3907203674
gh200,event,4,2097152,20,20,0,0,26.1151999235,26.0320007801,26.1967986822
gh200,event,4,2097152,20,20,0,1,30.6544005871,30.4655998945,30.6959986687
gh200,event,4,2097152,20,20,1,0,26.4367997646,26.2800008059,26.5136003494
gh200,event,4,2097152,20,20,1,1,30.806401372,30.6831985712,30.825600028
gh200,event,4,2097152,20,100,0,0,25.9545588493,25.9132790565,26.0508799553
gh200,event,4,2097152,20,100,0,1,30.3552007675,30.1580810547,30.3916788101
gh200,event,4,2097152,20,100,1,0,25.7136011124,25.699839592,25.8220791817
gh200,event,4,2097152,20,100,1,1,30.2959990501,30.2748799324,30.3715205193
gh200,event,4,3145728,5,20,0,0,32.5695991516,32.553601265,32.5711995363
gh200,event,4,3145728,5,20,0,1,34.0512007475,33.972799778,34.0687990189
gh200,event,4,3145728,5,20,1,0,32.6415985823,32.4400007725,32.6784014702
gh200,event,4,3145728,5,20,1,1,33.9855998755,33.9231997728,34.118399024
gh200,event,4,3145728,5,100,0,0,32.2521591187,32.2502398491,32.462720871
gh200,event,4,3145728,5,100,0,1,33.8636803627,33.8150405884,33.8671994209
gh200,event,4,3145728,5,100,1,0,32.2192001343,32.2022390366,32.2870397568
gh200,event,4,3145728,5,100,1,1,33.9187192917,33.8585591316,33.9747190475
gh200,event,4,3145728,20,20,0,0,32.5856000185,32.4544012547,32.607999444
gh200,event,4,3145728,20,20,0,1,34.0575993061,34.0543985367,34.2335999012
gh200,event,4,3145728,20,20,1,0,32.6831996441,32.6095998287,32.8575998545
gh200,event,4,3145728,20,20,1,1,34.2240005732,34.2016011477,34.2352002859
gh200,event,4,3145728,20,100,0,0,32.2294402122,32.210559845,32.331840992
gh200,event,4,3145728,20,100,0,1,33.8403201103,33.8351988792,34.0099191666
gh200,event,4,3145728,20,100,1,0,32.2345590591,32.2118401527,32.2377610207
gh200,event,4,3145728,20,100,1,1,33.9833593369,33.9152002335,34.0140795708
gh200,event,4,4194304,5,20,0,0,40.1648014784,40.1551991701,40.1695996523
gh200,event,4,4194304,5,20,0,1,42.9183989763,42.8400009871,43.0335998535
gh200,event,4,4194304,5,20,1,0,40.1120007038,40.0656014681,40.3968006372
gh200,event,4,4194304,5,20,1,1,42.9183989763,42.8256005049,42.9423987865
gh200,event,4,4194304,5,100,0,0,39.9372792244,39.8601603508,40.3363180161
gh200,event,4,4194304,5,100,0,1,42.7059221268,42.6188802719,42.7903985977
gh200,event,4,4194304,5,100,1,0,39.8105597496,39.7503995895,39.9235200882
gh200,event,4,4194304,5,100,1,1,42.6665592194,42.5328016281,42.6991987228
gh200,event,4,4194304,20,20,0,0,40.3376013041,39.9520009756,40.3824001551
gh200,event,4,4194304,20,20,0,1,42.8272008896,42.6624000072,42.9856002331
gh200,event,4,4194304,20,20,1,0,40.1919990778,40.180799365,40.3232008219
gh200,event,4,4194304,20,20,1,1,42.6560014486,42.6495999098,42.7920013666
gh200,event,4,4194304,20,100,0,0,39.8092794418,39.7468805313,39.8223996162
gh200,event,4,4194304,20,100,0,1,42.5606393814,42.4639987946,42.5670385361
gh200,event,4,4194304,20,100,1,0,39.8057603836,39.803519249,39.8870396614
gh200,event,4,4194304,20,100,1,1,42.7017593384,42.6793622971,42.7209615707
gh200,reference,2,8,5,20,-1,-1,7.1598,7.051,7.491
gh200,reference,2,8,5,100,-1,-1,6.32557,6.23533,6.71213
gh200,reference,2,8,20,20,-1,-1,7.16295,7.0718,7.8286
gh200,reference,2,8,20,100,-1,-1,6.44236,5.95822,6.53325
gh200,reference,2,1024,5,20,-1,-1,6.8958,6.8286,6.9838
gh200,reference,2,1024,5,100,-1,-1,6.34061,6.0875,6.72972
gh200,reference,2,1024,20,20,-1,-1,7.163,6.875,7.7774
gh200,reference,2,1024,20,100,-1,-1,6.54732,6.50828,6.5518
gh200,reference,2,524288,5,20,-1,-1,17.20265,17.11945,17.32905
gh200,reference,2,524288,5,100,-1,-1,16.31982,16.31471,16.43118
gh200,reference,2,524288,20,20,-1,-1,17.14825,16.8267,17.16585
gh200,reference,2,524288,20,100,-1,-1,16.35983,16.27951,16.41007
gh200,reference,2,786432,5,20,-1,-1,22.59455,22.35295,22.7481
gh200,reference,2,786432,5,100,-1,-1,21.82591,21.81246,21.89054
gh200,reference,2,786432,20,20,-1,-1,22.6345,22.5401,22.6409
gh200,reference,2,786432,20,100,-1,-1,21.77408,21.73823,21.87262
gh200,reference,2,1048576,5,20,-1,-1,30.1895,30.17345,30.2663
gh200,reference,2,1048576,5,100,-1,-1,29.44583,29.42856,29.61798
gh200,reference,2,1048576,20,20,-1,-1,30.3223,30.27425,30.4727
gh200,reference,2,1048576,20,100,-1,-1,29.49383,29.44711,29.58374
gh200,reference,2,1310720,5,20,-1,-1,32.47905,32.26305,32.4886
gh200,reference,2,1310720,5,100,-1,-1,31.66593,31.61409,31.91263
gh200,reference,2,1310720,20,20,-1,-1,32.43265,32.3446,32.4614
gh200,reference,2,1310720,20,100,-1,-1,31.77984,31.68896,31.79872
gh200,reference,2,1572864,5,20,-1,-1,34.20535,34.18935,34.287
gh200,reference,2,1572864,5,100,-1,-1,33.87642,33.61723,33.89018
gh200,reference,2,1572864,20,20,-1,-1,34.65495,34.37975,34.73175
gh200,reference,2,1572864,20,100,-1,-1,33.85177,33.72698,33.86586
gh200,reference,2,2097152,5,20,-1,-1,38.52845,38.42285,38.65325
gh200,reference,2,2097152,5,100,-1,-1,37.9147,37.70127,37.94477
gh200,reference,2,2097152,20,20,-1,-1,38.5524,38.37645,38.79245
gh200,reference,2,2097152,20,100,-1,-1,37.9214,37.86254,37.95437
gh200,reference,2,3145728,5,20,-1,-1,48.17455,48.06735,48.40015
gh200,reference,2,3145728,5,100,-1,-1,47.70096,47.54704,48.05422
gh200,reference,2,3145728,20,20,-1,-1,48.51215,48.14895,48.62095
gh200,reference,2,3145728,20,100,-1,-1,47.68143,47.5794,47.75472
gh200,reference,2,4194304,5,20,-1,-1,57.4911,57.44465,57.51825
gh200,reference,2,4194304,5,100,-1,-1,56.96277,56.67285,56.98516
gh200,reference,2,4194304,20,20,-1,-1,57.6527,57.63185,57.81425
gh200,reference,2,4194304,20,100,-1,-1,56.92019,56.9042,57.04244
gh200,reference,4,8,5,20,-1,-1,8.51495,8.43975,8.63175
gh200,reference,4,8,5,100,-1,-1,8.0148,7.87688,8.03688
gh200,reference,4,8,20,20,-1,-1,8.43655,8.4365,8.49735
gh200,reference,4,8,20,100,-1,-1,8.08327,7.9972,8.10631
gh200,reference,4,1024,5,20,-1,-1,9.56295,9.55335,9.6589
gh200,reference,4,1024,5,100,-1,-1,9.25989,9.21796,9.26148
gh200,reference,4,1024,20,20,-1,-1,9.5325,9.46695,9.5613
gh200,reference,4,1024,20,100,-1,-1,9.20292,9.18405,9.21572
gh200,reference,4,524288,5,20,-1,-1,14.54035,14.5276,14.61395
gh200,reference,4,524288,5,100,-1,-1,13.67991,13.67415,13.69399
gh200,reference,4,524288,20,20,-1,-1,14.42995,14.2364,14.45555
gh200,reference,4,524288,20,100,-1,-1,13.67127,13.6319,13.6911
gh200,reference,4,786432,5,20,-1,-1,15.22675,15.16595,15.29555
gh200,reference,4,786432,5,100,-1,-1,14.4626,14.42902,14.50772
gh200,reference,4,786432,20,20,-1,-1,15.02835,14.95795,15.08115
gh200,reference,4,786432,20,100,-1,-1,14.45076,14.40564,14.50324
gh200,reference,4,1048576,5,20,-1,-1,17.56425,17.41865,17.5659
gh200,reference,4,1048576,5,100,-1,-1,16.88717,16.87373,16.90063
gh200,reference,4,1048576,20,20,-1,-1,17.6715,17.4491,17.67305
gh200,reference,4,1048576,20,100,-1,-1,16.89037,16.88077,16.93325
gh200,reference,4,1310720,5,20,-1,-1,20.4282,20.2794,20.4602
gh200,reference,4,1310720,5,100,-1,-1,19.68678,19.60325,19.89252
gh200,reference,4,1310720,20,20,-1,-1,20.42975,20.4074,20.47455
