architecture,width,bytes,control,baseline_us,reference_us,controlled_us,baseline_gap_us,controlled_gap_us,effect_us,twice_pooled_iqr_us,qualifies,diagnostic_tiny
a100,2,3145728,iterations_only,84.4799995422,79.07233,84.1523170471,5.407669542200011,5.079987047100005,0.3276824951000066,0.7047078520066318,False,False
a100,2,3145728,workers_only,84.4799995422,79.07233,84.3263983727,5.407669542200011,5.254068372700004,0.15360116950000702,0.4222092310669849,False,False
a100,2,3145728,rotation_only,84.4799995422,79.07233,86.6815984249,5.407669542200011,7.609268424900009,2.2015988826999973,0.4222092310669849,False,False
a100,2,3145728,joint,84.4799995422,79.07233,86.5382385254,5.407669542200011,7.46590852540001,2.058238983199999,0.7214596741514042,False,False
a100,2,4194304,warmup_only,98.2016026974,92.06879,98.1504023075,6.132812697399999,6.081612307499995,0.05120038990000353,1.1448648597392577,False,False
a100,2,4194304,iterations_only,98.2016026974,92.06879,97.9148769379,6.132812697399999,5.846086937899997,0.28672575950000123,1.1271482122202263,False,False
a100,2,4194304,workers_only,98.2016026974,92.06879,97.8431999683,6.132812697399999,5.774409968299992,0.3584027291000069,1.194177819036263,False,False
a100,2,4194304,rotation_only,98.2016026974,92.06879,100.24960041,6.132812697399999,8.180810409999992,2.0479977125999937,1.6794903942173178,False,False
a100,2,4194304,joint,98.2016026974,92.06879,100.095996857,6.132812697399999,8.027206856999996,1.8943941595999974,1.0530747611699451,False,False
a100,4,8,warmup_only,12.5952005386,12.37116,12.3903997242,0.22404053860000062,0.019239724200000197,0.20480081440000042,0.2289737716179147,False,True
a100,4,8,iterations_only,12.5952005386,12.37116,12.0934402943,0.22404053860000062,0.27771970569999915,0.5017602442999998,0.4620487289522255,False,True
a100,4,8,workers_only,12.5952005386,12.37116,12.5440001488,0.22404053860000062,0.17284014880000065,0.05120038979999997,0.14481657130789807,False,True
a100,4,8,rotation_only,12.5952005386,12.37116,12.5440001488,0.22404053860000062,0.17284014880000065,0.05120038979999997,0.522140651649658,False,True
a100,4,8,joint,12.5952005386,12.37116,12.3699200153,0.22404053860000062,0.0012399846999997521,0.22528052330000037,0.34330769679194145,False,True
a100,4,1024,warmup_only,14.5408004522,13.89711,14.2335996032,0.6436904521999995,0.33648960320000043,0.3072008489999991,0.204798579200002,False,True
a100,4,1024,iterations_only,14.5408004522,13.89711,14.1209602356,0.6436904521999995,0.2238502356000005,0.41984021659999904,0.23883382609181059,True,True
a100,4,1024,workers_only,14.5408004522,13.89711,14.4383996725,0.6436904521999995,0.5412896724999996,0.10240077969999994,0.9440820760431039,False,True
a100,4,1024,rotation_only,14.5408004522,13.89711,15.1040002704,0.6436904521999995,1.2068902704000006,0.5631998182000011,0.6476356265627928,False,True
a100,4,1024,joint,14.5408004522,13.89711,14.592000246,0.6436904521999995,0.6948902459999999,0.05119979380000039,0.30445740151276773,False,True
a100,4,524288,warmup_only,23.1424003839,23.08153,23.1935992837,0.060870383899999325,0.11206928369999858,0.05119889979999925,0.5119979381999968,False,False
a100,4,524288,iterations_only,23.1424003839,23.08153,22.8351998329,0.060870383899999325,0.24633016710000177,0.3072005510000011,0.6556802603522336,False,False
a100,4,524288,workers_only,23.1424003839,23.08153,23.1935992837,0.060870383899999325,0.11206928369999858,0.05119889979999925,0.5514384343200112,False,False
a100,4,524288,rotation_only,23.1424003839,23.08153,24.7296005487,0.060870383899999325,1.648070548699998,1.5872001647999987,0.5970873762616824,False,False
